nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04354428,"ClinicalTrials.gov processed this data on January 29, 2021",4/16/2020,,,11/9/2020,4/16/2020,4/21/2020,Actual,,,,,,,11/9/2020,11/12/2020,Actual,"April 16, 2020",Actual,4/16/2020,November 2020,11/30/2020,January 2021,Anticipated,1/31/2021,December 2020,Anticipated,12/31/2020,,Interventional,,,Treatment for COVID-19 in High-Risk Adult Outpatients,Efficacy of Novel Agents for Treatment of SARS-CoV-2 Infection Among High-Risk Outpatient Adults: An Adaptive Randomized Platform Trial,"Active, not recruiting",,Phase 2/Phase 3,300,Anticipated,University of Washington,,5,,,False,,,,True,True,False,,,False,,,Within 3 months of publication of primary results.,De-identified data from the study will be made available in accordance with the funder's open access policy.,https://www.gatesfoundation.org/how-we-work/general-information/open-access-policy,Yes,De-identified data from the study will be made available in accordance with the funder's open access policy.,2/1/2021 7:29:11 AM,2/1/2021 7:29:11 AM
NCT04362111,"ClinicalTrials.gov processed this data on January 29, 2021",4/21/2020,,,9/8/2020,4/23/2020,4/24/2020,Actual,,,,,,,9/8/2020,9/11/2020,Actual,"July 29, 2020",Actual,7/29/2020,September 2020,9/30/2020,March 2021,Anticipated,3/31/2021,January 2021,Anticipated,1/31/2021,,Interventional,,,Early Treatment of Cytokine Storm Syndrome in Covid-19,Early Treatment of Cytokine Storm Syndrome in Covid-19,Recruiting,,Phase 3,30,Anticipated,University of Alabama at Birmingham,,2,,,False,,,,True,True,False,,,False,,,During study enrollment,wchatham@uabmc.edu,,Yes,Contact PI by e-mail for protocol specifics Submission of results for peer reviewed publication,2/1/2021 7:28:08 AM,2/1/2021 7:28:08 AM
NCT04332107,"ClinicalTrials.gov processed this data on January 29, 2021",3/30/2020,,,12/4/2020,4/1/2020,4/2/2020,Actual,,,,,,,12/4/2020,12/8/2020,Actual,"May 22, 2020",Actual,5/22/2020,December 2020,12/31/2020,"December 30, 2021",Anticipated,12/30/2021,"September 30, 2021",Anticipated,9/30/2021,,Interventional,ACTION,,Azithromycin for COVID-19 Treatment in Outpatients Nationwide,Azithromycin for Prevention of Disease Progression in Patients With Mild or Moderate COVID-19,Recruiting,,Phase 3,2271,Anticipated,"University of California, San Francisco",,2,,,False,,,,True,True,False,,,False,,,,,,Yes,,2/1/2021 7:33:16 AM,2/1/2021 7:33:16 AM
NCT04505774,"ClinicalTrials.gov processed this data on January 29, 2021",8/6/2020,,,1/4/2021,8/7/2020,8/10/2020,Actual,,,,,,,1/4/2021,1/5/2021,Actual,"September 4, 2020",Actual,9/4/2020,January 2021,1/31/2021,December 2021,Anticipated,12/31/2021,March 2021,Anticipated,3/31/2021,,Interventional,,,Anti-thrombotics for Adults Hospitalized With COVID-19 (ACTIV-4),"A Multicenter, Adaptive, Randomized Controlled Platform Trial of the Safety and Efficacy of Antithrombotic Strategies in Hospitalized Adults With COVID-19",Recruiting,,Phase 4,2000,Anticipated,University of Pittsburgh,,2,,,False,,,,True,True,False,,,False,,,,,,Yes,Data will be shared as per NIH guidelines.,2/1/2021 7:07:21 AM,2/1/2021 7:07:21 AM
NCT04401423,"ClinicalTrials.gov processed this data on January 29, 2021",5/21/2020,,,8/18/2020,5/21/2020,5/26/2020,Actual,,,,,,,8/18/2020,8/20/2020,Actual,August 2020,Anticipated,8/31/2020,August 2020,8/31/2020,December 2021,Anticipated,12/31/2021,June 2021,Anticipated,6/30/2021,,Interventional,,,TXA127 for the Treatment of Severe COVID-19,Randomized Controlled Trial of Angiotensin 1-7 (TXA127) for the Treatment of Severe COVID-19,Recruiting,,Phase 2,100,Anticipated,Columbia University,,2,,,False,,,,True,True,False,,,False,,,,,,,,2/1/2021 7:21:19 AM,2/1/2021 7:21:19 AM
NCT04583228,"ClinicalTrials.gov processed this data on January 29, 2021",9/25/2020,,,10/12/2020,10/8/2020,10/12/2020,Actual,,,,,,,10/12/2020,10/14/2020,Actual,"November 30, 2020",Anticipated,11/30/2020,October 2020,10/31/2020,"May 31, 2021",Anticipated,5/31/2021,"April 10, 2021",Anticipated,4/10/2021,,Interventional,,,"Evaluate the Safety, Tolerability, Pharmacodynamics, Pharmacokinetics, and Immunogenicity of HLX71 (Recombinant Human Angiotensin-converting Enzyme 2-Fc Fusion Protein for COVID-19) in Healthy Adult Subjects","A Randomized, Double-Blind, Placebo-Controlled, Dose-Escalating Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacodynamics, Pharmacokinetics, and Immunogenicity of HLX71 in Healthy Adult Subjects",Not yet recruiting,,Phase 1,40,Anticipated,Hengenix Biotech Inc,,4,,,False,,,,True,True,False,,,False,,,,,,No,,2/1/2021 6:56:53 AM,2/1/2021 6:56:53 AM
NCT04459702,"ClinicalTrials.gov processed this data on January 29, 2021",6/25/2020,,,7/4/2020,7/4/2020,7/7/2020,Actual,,,,,,,7/4/2020,7/7/2020,Actual,July 2020,Anticipated,7/31/2020,July 2020,7/31/2020,December 2021,Anticipated,12/31/2021,July 2021,Anticipated,7/31/2021,,Interventional,,,A Study of Combination Therapies to Treat COVID-19 Infection,"A Phase IIa Randomized, Controlled Study of Combination Therapies to Treat COVID-19 Infection",Not yet recruiting,,Phase 2,200,Anticipated,ProgenaBiome,,2,,,False,,,,True,True,False,,,False,,,,,,No,,2/1/2021 7:13:31 AM,2/1/2021 7:13:31 AM
NCT04537299,"ClinicalTrials.gov processed this data on January 29, 2021",9/1/2020,,,9/1/2020,9/1/2020,9/3/2020,Actual,,,,,,,9/1/2020,9/3/2020,Actual,December 2020,Anticipated,12/31/2020,September 2020,9/30/2020,December 2023,Anticipated,12/31/2023,December 2023,Anticipated,12/31/2023,,Interventional,COVID-FIS,,COVID-FIS: Pilot in COVID-19 (SARS-CoV-2) of Fisetin in Older Adults in Nursing Homes,COVID-FIS: A Phase 2 Placebo-Controlled Pilot Study in COVID-19 of Fisetin to Alleviate Dysfunction and Excessive Inflammatory Response in Older Adults in Nursing Homes,Not yet recruiting,,Phase 2,150,Anticipated,Mayo Clinic,,2,,,False,,,,True,True,False,,,False,,,,,,No,,2/1/2021 7:03:08 AM,2/1/2021 7:03:08 AM
NCT04644185,"ClinicalTrials.gov processed this data on January 29, 2021",11/22/2020,,,1/17/2021,11/24/2020,11/25/2020,Actual,,,,,,,1/17/2021,1/22/2021,Actual,"February 10, 2021",Anticipated,2/10/2021,December 2020,12/31/2020,"October 10, 2021",Anticipated,10/10/2021,"May 10, 2021",Anticipated,5/10/2021,,Interventional,,,The Efficacy and Safety of SCTA01 in Hospitalized Patients With Severe COVID-19,"A Multicenter, Adaptive, Randomized, Double-blinded, Placebo-controlled Phase II/III Trial to Evaluate the Efficacy and Safety of Monoclonal Antibody SCTA01 Against SARS-CoV-2 in Hospitalized Patients With Severe COVID-19",Not yet recruiting,,Phase 2/Phase 3,795,Anticipated,Sinocelltech Ltd.,,3,,,False,,,,True,True,False,,,False,,,,,,No,,2/1/2021 6:48:32 AM,2/1/2021 6:48:32 AM
NCT04452565,"ClinicalTrials.gov processed this data on January 29, 2021",6/26/2020,,,9/4/2020,6/26/2020,6/30/2020,Actual,,,,,,,9/4/2020,9/7/2020,Actual,"October 15, 2020",Anticipated,10/15/2020,July 2020,7/31/2020,"February 15, 2021",Anticipated,2/15/2021,"December 31, 2020",Anticipated,12/31/2020,,Interventional,NATADEX,,"NA-831, Atazanavir and Dexamethasone Combination Therapy for the Treatment of COVID-19 Infection","Randomized Controlled Phase 2/3 Clinical Trial of NA-831 Alone or With Atazanavir, or NA-831 With Dexamethasone, or Atazanavir With Dexamethasone in the Treatment of COVID-19 Infection",Recruiting,,Phase 2/Phase 3,525,Anticipated,"NeuroActiva, Inc.",,4,,,False,,,,True,True,False,,,False,,,,,,No,,2/1/2021 7:14:28 AM,2/1/2021 7:14:28 AM
NCT04528888,"ClinicalTrials.gov processed this data on January 29, 2021",8/21/2020,,,8/25/2020,8/25/2020,8/27/2020,Actual,,,,,,,8/25/2020,8/27/2020,Actual,"September 1, 2020",Anticipated,9/1/2020,August 2020,8/31/2020,"July 30, 2021",Anticipated,7/30/2021,"June 30, 2021",Anticipated,6/30/2021,,Interventional,STAUNCH-19,,Steroids and Unfractionated Heparin in Critically Ill Patients With Pneumonia From COVID-19 Infection,"Steroids and Unfractionated Heparin in Critically Ill Patients With Pneumonia From COVID-19 Infection. A Multicenter, Interventional, Randomized, Three Arms Study Design",Not yet recruiting,,Phase 3,210,Anticipated,University of Modena and Reggio Emilia,,3,,,False,,,,True,True,False,,,False,,,,,,No,There is no plan to share individual participant data,2/1/2021 7:04:15 AM,2/1/2021 7:04:15 AM
NCT04480333,"ClinicalTrials.gov processed this data on January 29, 2021",7/13/2020,,,7/16/2020,7/16/2020,7/21/2020,Actual,,,,,,,7/16/2020,7/21/2020,Actual,"September 15, 2020",Anticipated,9/15/2020,July 2020,7/31/2020,"March 31, 2021",Anticipated,3/31/2021,"December 31, 2020",Anticipated,12/31/2020,,Interventional,NEUROSIVIR,,"Safety, Tolerability and Pharmacokinetics of Inhaled Nanoparticle Formulation of Remdesivir (GS-5734) and NA-831","A Randomized, Placebo-controlled Study of the Safety, Tolerability and Pharmacokinetics of Inhaled Nanoparticle Formulation of Remdesivir (GS-5734) and in Combination With NA-831 in Healthy Volunteers",Recruiting,,Phase 1,45,Anticipated,"NeuroActiva, Inc.",,12,,,False,,,,True,True,False,,,False,,,90 days after the completion of the study,to be determined,,Yes,We plan to share the Study Protocol,2/1/2021 7:10:45 AM,2/1/2021 7:10:45 AM
NCT04352946,"ClinicalTrials.gov processed this data on January 29, 2021",4/16/2020,,,4/20/2020,4/16/2020,4/20/2020,Actual,,,,,,,4/20/2020,4/22/2020,Actual,"April 24, 2020",Anticipated,4/24/2020,April 2020,4/30/2020,"August 24, 2020",Anticipated,8/24/2020,"June 24, 2020",Anticipated,6/24/2020,,Interventional,HERO,,HEalth Care Worker pROphylaxis Against COVID-19: The HERO Trial,"Protecting Health Care Workers From COVID-19 With Hydroxychloroquine Pre-exposure Prophylaxis: A Randomized, Placebo-controlled Trial",Not yet recruiting,,Phase 3,374,Anticipated,GeoSentinel Foundation,,2,,,False,,,,True,True,False,,,False,,,"From July 1, 2020 until December 31, 2020",from our web site,http://www.geosentinel.com,Yes,supporting made available to other researchers,2/1/2021 7:29:28 AM,2/1/2021 7:29:28 AM
NCT04389411,"ClinicalTrials.gov processed this data on January 29, 2021",5/13/2020,,,8/31/2020,5/14/2020,5/15/2020,Actual,,,,,,,8/31/2020,9/1/2020,Actual,"October 1, 2020",Anticipated,10/1/2020,August 2020,8/31/2020,December 2021,Anticipated,12/31/2021,September 2021,Anticipated,9/30/2021,,Interventional,COSMO,,The COvid-19 Symptom MOntelukast Trial,Repurposing Montelukast for the Attenuation and Prophylaxis of Severe COVID-19 Symptoms: The COvid-19 Symptom MOntelukast (COSMO) Trial,Not yet recruiting,,Phase 3,600,Anticipated,McGill University,,2,,,False,,,,True,True,False,,,False,,,,,,Yes,,2/1/2021 7:23:47 AM,2/1/2021 7:23:47 AM
NCT04416009,"ClinicalTrials.gov processed this data on January 29, 2021",6/1/2020,,,6/3/2020,6/3/2020,6/4/2020,Actual,,,,,,,6/3/2020,6/4/2020,Actual,"July 5, 2020",Anticipated,7/5/2020,June 2020,6/30/2020,"February 20, 2021",Anticipated,2/20/2021,"December 20, 2020",Anticipated,12/20/2020,1 Day,Observational [Patient Registry],,,Extracellular Water in Covid 19 Pneumonia,the Determination of Extracellular Water (ECW) Which is Detected by Bioimpedence Method on Severe and Mild Covid 19 Pneumonia Clinical Course,Recruiting,,,52,Anticipated,Gaziosmanpasa Taksim Research and Education Hospital,,,2,,False,,,,,False,True,,,False,,,,,,No,,2/1/2021 7:19:21 AM,2/1/2021 7:19:21 AM
NCT04426344,"ClinicalTrials.gov processed this data on January 29, 2021",6/3/2020,,,10/14/2020,6/9/2020,6/11/2020,Actual,,,,,,,10/14/2020,10/19/2020,Actual,October 2020,Anticipated,10/31/2020,October 2020,10/31/2020,December 2020,Anticipated,12/31/2020,December 2020,Anticipated,12/31/2020,,Interventional,,,Core Warming of COVID-19 Patients,"Core Warming of COVID-19 Patients Undergoing Mechanical Ventilation: a Randomized, Single Center Pilot Study",Withdrawn,,N/A,0,Actual,Washington University School of Medicine,,2,,Internal decision,False,,,,False,False,True,,,False,,,,,,,,2/1/2021 7:18:04 AM,2/1/2021 7:18:04 AM
NCT04537975,"ClinicalTrials.gov processed this data on January 29, 2021",8/25/2020,,,12/10/2020,9/2/2020,9/3/2020,Actual,,,,,,,12/10/2020,12/14/2020,Actual,"September 15, 2020",Anticipated,9/15/2020,December 2020,12/31/2020,"January 15, 2021",Anticipated,1/15/2021,"November 15, 2020",Anticipated,11/15/2020,,Interventional,,,C2Rx Hemofiltration Treatment in Severe or Critically Ill Adults With COVID-19,A Randomized Clinical Trial of CLR2.0 Hemofiltration Treatment (C2Rx) in Severe or Critically Ill Adults With COVID-19 Infection,Withdrawn,,N/A,0,Actual,SeaStar Medical,,2,,Withdrawn (Study was withdrawn by Sponsor because of change in regulatory strategy.),False,,,,False,False,True,,,False,,,,,,No,,2/1/2021 7:03:02 AM,2/1/2021 7:03:02 AM
NCT04685213,"ClinicalTrials.gov processed this data on January 29, 2021",12/23/2020,,,12/23/2020,12/23/2020,12/28/2020,Actual,,,,,,,12/23/2020,12/28/2020,Actual,"August 18, 2020",Actual,8/18/2020,December 2020,12/31/2020,"August 18, 2021",Anticipated,8/18/2021,"August 18, 2021",Anticipated,8/18/2021,,Interventional,COVID-19,,Electrical Stimulation for Critically Ill Covid-19 Patients,Electrical Stimulation Therapy for Preventing Hospital-acquired Weakness in Critically Ill COVID-19 Patients - A Proof of Concept Randomized Controlled Trial,Recruiting,,Phase 1,20,Anticipated,Baylor College of Medicine,,2,,,False,,,,False,False,True,,,False,,,,,,,,2/1/2021 6:43:17 AM,2/1/2021 6:43:17 AM
NCT04689477,"ClinicalTrials.gov processed this data on January 29, 2021",12/29/2020,,,12/29/2020,12/29/2020,12/30/2020,Actual,,,,,,,12/29/2020,12/30/2020,Actual,"May 25, 2020",Actual,5/25/2020,December 2020,12/31/2020,December 2021,Anticipated,12/31/2021,December 2021,Anticipated,12/31/2021,4 Weeks,Observational [Patient Registry],HEMOCOVID19,,Non-invasive Characterization of Systemic Microvascular Reactivity by Near-infrared Diffuse Optical Spectroscopy in COVID-19 Patients,Non-invasive Characterization of Systemic Microvascular Reactivity by Near-infrared Diffuse Optical Spectroscopy in COVID-19 Patients,Recruiting,,,612,Anticipated,Corporacion Parc Tauli,,,3,,False,,,,False,False,True,,,False,,,,,,,,2/1/2021 6:42:44 AM,2/1/2021 6:42:44 AM
NCT04457817,"ClinicalTrials.gov processed this data on January 29, 2021",6/24/2020,,,1/14/2021,7/1/2020,7/7/2020,Actual,,,,,,,1/14/2021,1/19/2021,Actual,"December 1, 2020",Actual,12/1/2020,January 2021,1/31/2021,July 2021,Anticipated,7/31/2021,July 2021,Anticipated,7/31/2021,,Interventional,,,Compensatory Reserve Index (CRI) for Management of COVID-19,CRI and Continuous Assessment of Hemodynamic Compensation to Guide Fluid and Pressor Management in Severely Ill Patients With COVID-19,Enrolling by invitation,,N/A,100,Anticipated,"University of Colorado, Denver",,2,,,False,,,,False,False,True,,,False,,,,,,No,There is no plan to make individual participant data available to other researchers,2/1/2021 7:13:44 AM,2/1/2021 7:13:44 AM
NCT04562285,"ClinicalTrials.gov processed this data on January 29, 2021",9/22/2020,,,9/22/2020,9/22/2020,9/24/2020,Actual,,,,,,,9/22/2020,9/24/2020,Actual,"June 23, 2020",Actual,6/23/2020,September 2020,9/30/2020,June 2021,Anticipated,6/30/2021,June 2021,Anticipated,6/30/2021,,Observational,,,Sustained Immunity to SARS-CoV-2,Initial and Sustained Immunity to SARS-CoV-2 Measured by Serologic Assays on an Automated Immunoassay System,Recruiting,,,500,Anticipated,Henry Ford Health System,,,,,False,,,,False,False,True,,,False,,,,,,No,,2/1/2021 6:59:36 AM,2/1/2021 6:59:36 AM
NCT04320511,"ClinicalTrials.gov processed this data on January 29, 2021",3/23/2020,,,7/23/2020,3/23/2020,3/25/2020,Actual,,,,,,,7/23/2020,7/24/2020,Actual,"June 24, 2020",Actual,6/24/2020,July 2020,7/31/2020,June 2022,Anticipated,6/30/2022,June 2021,Anticipated,6/30/2021,,Observational,,,Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2,"COVID CT, Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2",Recruiting,,,25,Anticipated,William Beaumont Hospitals,,,1,,False,,,,False,False,True,,,False,,,,,,No,,2/1/2021 7:35:05 AM,2/1/2021 7:35:05 AM
NCT04562246,"ClinicalTrials.gov processed this data on January 29, 2021",9/22/2020,,,9/22/2020,9/22/2020,9/24/2020,Actual,,,,,,,9/22/2020,9/24/2020,Actual,"August 14, 2020",Actual,8/14/2020,September 2020,9/30/2020,August 2021,Anticipated,8/31/2021,August 2021,Anticipated,8/31/2021,,Observational,,,SARS-CoV-2 IgG and IgM Serologic Assays,Laboratory Validation of SARS-CoV-2 IgG and IgM Serologic Assays on an Automated Immunoassay System,Recruiting,,,500,Anticipated,Henry Ford Health System,,,1,,False,,,,False,False,True,,,False,,,,,,Undecided,,2/1/2021 6:59:36 AM,2/1/2021 6:59:36 AM
NCT04349202,"ClinicalTrials.gov processed this data on January 29, 2021",4/13/2020,,,8/20/2020,4/13/2020,4/16/2020,Actual,,,,,,,8/20/2020,8/25/2020,Actual,"April 10, 2020",Actual,4/10/2020,August 2020,8/31/2020,June 2021,Anticipated,6/30/2021,June 2021,Anticipated,6/30/2021,,Observational,BLAST COVID-19,,Beaumont Health Large-scale Automated Serologic Testing for COVID-19,Beaumont Health Large-scale Automated Serologic Testing for COVID-19,Recruiting,,,56000,Anticipated,William Beaumont Hospitals,,,1,,False,,,,False,False,True,,,False,Samples With DNA,"~     Whole blood and serum~   ",,,,No,,2/1/2021 7:30:19 AM,2/1/2021 7:30:19 AM
NCT04524715,"ClinicalTrials.gov processed this data on January 29, 2021",8/19/2020,,,12/2/2020,8/20/2020,8/24/2020,Actual,,,,,,,12/2/2020,12/4/2020,Actual,"March 31, 2021",Anticipated,3/31/2021,August 2020,8/31/2020,"March 31, 2022",Anticipated,3/31/2022,"March 31, 2022",Anticipated,3/31/2022,,Interventional,,,LLLT Treatment of Lung Inflammation in COVID-19,Low-Level Laser Therapy Treatment of Lung Inflammation in COVID-19 Patients,Not yet recruiting,,N/A,64,Anticipated,Ward Photonics LLC,,2,,,False,,,,False,False,True,,,False,,,,,,No,"This investigational study is exploratory in nature. The primary endpoint is most descriptive in statistical terms of whether the active patient group had significantly better outcomes than the control group. Individual patient data may be explored at a later date to determine related factors such as patient demographics, comorbidities, or other evidence of compounding variables.",2/1/2021 7:04:44 AM,2/1/2021 7:04:44 AM
NCT04469647,"ClinicalTrials.gov processed this data on January 29, 2021",7/13/2020,,,7/28/2020,7/13/2020,7/14/2020,Actual,,,,,,,7/28/2020,7/29/2020,Actual,"July 19, 2020",Anticipated,7/19/2020,July 2020,7/31/2020,"June 15, 2021",Anticipated,6/15/2021,"January 15, 2021",Anticipated,1/15/2021,,Observational,,,COVID 19 Seroprevalence Amongst Healthcare Workers in JHAH,COVID 19 Antibody Seroprevalence Amongst Healthcare Workers in Johns Hopkins Aramco Healthcare,Enrolling by invitation,,,1200,Anticipated,Johns Hopkins Aramco Healthcare,,,2,,False,,,,False,False,True,,,False,,,,,,Undecided,We are willing to share our data after collection de-identified. We plan to share the data with WHO for their unity studies,2/1/2021 7:12:07 AM,2/1/2021 7:12:07 AM
NCT04508933,"ClinicalTrials.gov processed this data on January 29, 2021",8/8/2020,,,8/10/2020,8/10/2020,8/11/2020,Actual,,,,,,,8/10/2020,8/11/2020,Actual,"September 1, 2020",Anticipated,9/1/2020,August 2020,8/31/2020,"December 31, 2020",Anticipated,12/31/2020,"September 30, 2020",Anticipated,9/30/2020,,Observational,,,Comparison of Extra Vascular Lung Water Index in Covid-19 ARDS and TypicalARDS Patients,Comparison of Extra Vascular Lung Water Index in Covid-19 ARDS and TypicalARDS Patients,Not yet recruiting,,,10,Anticipated,Istanbul University-Cerrahpasa,,,2,,False,,,,False,False,True,,,False,,,,,,Undecided,Data available on reasonable request,2/1/2021 7:07:00 AM,2/1/2021 7:07:00 AM
NCT04575532,"ClinicalTrials.gov processed this data on January 29, 2021",10/1/2020,,,10/1/2020,10/1/2020,10/5/2020,Actual,,,,,,,10/1/2020,10/5/2020,Actual,"October 5, 2020",Anticipated,10/5/2020,October 2020,10/31/2020,"January 22, 2021",Anticipated,1/22/2021,"January 15, 2021",Anticipated,1/15/2021,,Observational,DeCODe,,Detection of COVID-19 Decompensation,Personalized Analytics and Wearable Biosensor Platform for Early Detection of COVID-19 Decompensation,Enrolling by invitation,,,400,Anticipated,"physIQ, Inc.",,,,,False,,,,False,False,True,,,False,,,January 2021,NIH is gate keeper of data access through the digital hub,,Yes,"This effort is part of a hub-and-spoke technology implementation model created by the NIH, in which each supported digital health solution (the spokes) will be required to share deidentified data and other digital assets it generates with an NIH-supported central data hub. The data hub will provide global researchers a single access point to deidentified data, algorithms, and other capabilities generated by the various digital health solutions. Standards that enhance interoperability will enable unambiguous linking of digital resources among the spokes of the hub. This will enable researchers, for example, to apply the CDI developed in this project's spoke to individuals' health data that was collected by other spokes.",2/1/2021 6:57:54 AM,2/1/2021 6:57:54 AM
NCT04391400,"ClinicalTrials.gov processed this data on January 29, 2021",5/14/2020,,,5/14/2020,5/14/2020,5/18/2020,Actual,,,,,,,5/14/2020,5/18/2020,Actual,"June 1, 2020",Anticipated,6/1/2020,May 2020,5/31/2020,"June 30, 2021",Anticipated,6/30/2021,"June 30, 2021",Anticipated,6/30/2021,,Observational,,,"The Use of Peripheral Blood Specimens From Patients Suspected of Having SARS-CoV-2 Infections in Research Studies Intended to Support the Development of COVID-19 Detection Methods, Treatments, and/or Vaccines","The Use of Peripheral Blood Specimens From Patients Suspected of Having SARS-CoV-2 Infections in Research Studies Intended to Support the Development of COVID-19 Detection Methods, Treatments, and/or Vaccines",Not yet recruiting,,,500,Anticipated,"Invivoscribe, Inc.",,,,,False,,,,False,False,True,,,False,Samples With DNA,"~     The donated specimens will be:~~       -  From patients suspected of SARS-CoV-2 viral infections.~~       -  At least 2mL to 5mL of peripheral blood.~~       -  Collected in EDTA tubes.~~       -  Shipped to ambient LabPMM, LLC within 2 days.~~       -  Specimen Collections:~~       -  Collected at the same time as the NP specimen sent for COVID-19 testing.~   ",,,,Undecided,,2/1/2021 7:22:59 AM,2/1/2021 7:22:59 AM
NCT04447495,"ClinicalTrials.gov processed this data on January 29, 2021",6/23/2020,,,6/23/2020,6/23/2020,6/25/2020,Actual,,,,,,,6/23/2020,6/25/2020,Actual,"July 1, 2020",Anticipated,7/1/2020,June 2020,6/30/2020,"December 31, 2020",Anticipated,12/31/2020,"December 31, 2020",Anticipated,12/31/2020,,Observational,,,Self-sampling for the Study of COVID-19,Self-sampling for the Study of COVID-19,Not yet recruiting,,,500,Anticipated,Medical College of Wisconsin,,,2,,False,,,,False,False,True,,,False,Samples Without DNA,"~     A dry swab will be collected from two of the three iAMP® self-sample sites - mid-turbinate~     and anterior nares.~   ",,,,No,,2/1/2021 7:15:10 AM,2/1/2021 7:15:10 AM
NCT04393961,"ClinicalTrials.gov processed this data on January 29, 2021",4/24/2020,,,5/16/2020,5/16/2020,5/19/2020,Actual,,,,,,,5/16/2020,5/19/2020,Actual,"April 5, 2020",Actual,4/5/2020,April 2020,4/30/2020,"August 29, 2020",Anticipated,8/29/2020,"July 29, 2020",Anticipated,7/29/2020,,Interventional,,,At-Home COVID-19 Antibody Test Usability Assessment & Behavior Change Study,At-Home COVID-19 Antibody Test Usability Assessment & Behavior Change Study,Recruiting,,N/A,600,Anticipated,ProofPilot,,4,,,False,,,,True,False,True,,,False,,,As soon reasonably sized data sets are available.,No personally identifiable information will be provided. Those who wish to access must have a ProofPilot account. All access must be approved by study investigators.,http://go.proofpilot.com,Yes,"Given the enormous policy and health implications, we will be making results available as soon as there are sufficient data sets to analyze. We will also provide our study design for replication in other environments and via other tests.",2/1/2021 7:22:19 AM,2/1/2021 7:22:19 AM
NCT04659928,"ClinicalTrials.gov processed this data on January 29, 2021",11/30/2020,,,12/8/2020,12/8/2020,12/9/2020,Actual,,,,,,,12/8/2020,12/9/2020,Actual,"December 1, 2020",Anticipated,12/1/2020,December 2020,12/31/2020,"December 1, 2022",Anticipated,12/1/2022,"December 1, 2022",Anticipated,12/1/2022,,Interventional,,,Evaluation of Aerosol in a Dental Clinic,Evaluation of Aerosol in a Dental Clinic,Not yet recruiting,,Phase 4,50,Anticipated,"The University of Texas Health Science Center, Houston",,3,,,False,,,,False,True,True,,,False,,,,,,,,2/1/2021 6:46:33 AM,2/1/2021 6:46:33 AM
NCT04410328,"ClinicalTrials.gov processed this data on January 29, 2021",5/28/2020,,,10/21/2020,5/29/2020,6/1/2020,Actual,,,,,,,10/21/2020,10/23/2020,Actual,"October 21, 2020",Actual,10/21/2020,October 2020,10/31/2020,"December 15, 2021",Anticipated,12/15/2021,"March 15, 2021",Anticipated,3/15/2021,,Interventional,ATTAC-19,,Aggrenox To Treat Acute Covid-19,A Randomized Controlled Trial to Evaluate the Outcomes With Aggrenox in Patients With SARS-CoV-2 Infection,Recruiting,,Phase 3,132,Anticipated,"Rutgers, The State University of New Jersey",,2,,,False,,,,True,True,True,,,False,,,,,,No,,2/1/2021 7:20:04 AM,2/1/2021 7:20:04 AM
