nct_id,id,agency_class,lead_or_collaborator,name
NCT04510194,11753777,Other,collaborator,Olive View-UCLA Education & Research Institute
NCT04510038,11753778,Other,lead,Miami Cardiac and Vascular Institute
NCT04510038,11753779,Other,collaborator,"University of California, Los Angeles"
NCT04501952,11753793,Industry,lead,Gilead Sciences
NCT04495764,11753799,Industry,lead,Davita Clinical Research
NCT04495101,11753801,Industry,lead,"Instituto Grifols, S.A."
NCT04483635,11753811,Other,lead,St. Justine's Hospital
NCT04483635,11753812,Other,collaborator,Canadian Institutes of Health Research (CIHR)
NCT04483635,11753813,Other,collaborator,Laboratoire RIVA
NCT04478019,11753820,Other,lead,"University of Wisconsin, Madison"
NCT04464408,11753834,Other,lead,King Abdullah International Medical Research Center
NCT04464408,11753835,Other,collaborator,"Ministry of Health, Saudi Arabia"
NCT04456153,11753843,Other,lead,University of Texas Southwestern Medical Center
NCT04452435,11753848,Industry,lead,Vicore Pharma AB
NCT04452435,11753849,Other,collaborator,Orphan Reach
NCT04431414,11753869,Other,lead,COVID-19 Prevention Network
NCT04431414,11753870,NIH,collaborator,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04426071,11753878,Other,lead,Lawson Health Research Institute
NCT04425629,11753879,Industry,lead,Regeneron Pharmaceuticals
NCT04424212,11753881,Other,lead,Linkoeping University
NCT04419870,11753885,NIH,lead,National Human Genome Research Institute (NHGRI)
NCT04417673,11753897,NIH,lead,National Human Genome Research Institute (NHGRI)
NCT04411147,11753905,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04408287,11753909,Other,lead,Lawson Health Research Institute
NCT04408040,11753910,Other,lead,"Northside Hospital, Inc."
NCT04405739,11753911,Industry,lead,"Ridgeback Biotherapeutics, LP"
NCT04405570,11753912,Industry,lead,"Ridgeback Biotherapeutics, LP"
NCT04402866,11753915,Industry,lead,Theravance Biopharma
NCT04397614,11753923,Other,lead,University of Oklahoma
NCT04395456,11753932,Industry,lead,Amyndas Pharmaceuticals S.A.
NCT04395430,11753933,Other,lead,KK Women's and Children's Hospital
NCT04395430,11753934,Other,collaborator,Duke University
NCT04395430,11753935,Other,collaborator,Duke-NUS Graduate Medical School
NCT04395430,11753936,Other,collaborator,Sport Singapore
NCT04395430,11753937,Other,collaborator,"Health Promotion Board, Singapore"
NCT04394884,11753938,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04391816,11753946,NIH,lead,National Institute on Alcohol Abuse and Alcoholism (NIAAA)
NCT04387656,11753949,NIH,lead,National Cancer Institute (NCI)
NCT04377100,11753955,NIH,lead,National Institute of Mental Health (NIMH)
NCT04374474,11753956,Other,lead,Lawson Health Research Institute
NCT04371432,11753961,NIH,lead,National Human Genome Research Institute (NHGRI)
NCT04367636,11753966,Other,lead,University Ghent
NCT04361838,11753967,Other,lead,Kansas City Heart Rhythm Institute
NCT04360096,11753968,Industry,lead,"NeuroRx, Inc."
NCT04352517,11753974,Other,lead,University of Extremadura
NCT04339790,11753977,NIH,lead,National Institute of Mental Health (NIMH)
NCT04334954,11753983,NIH,lead,National Institute of Allergy and Infectious Diseases (NIAID)
NCT04334148,11753988,Other,lead,Adrian Hernandez
NCT04334148,11753989,Other,collaborator,Patient-Centered Outcomes Research Institute
NCT04240886,11754120,Industry,lead,Amplyx Pharmaceuticals
NCT03808922,11754578,Industry,lead,"Ansun Biopharma, Inc."
NCT04436471,11095159,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04437875,11094984,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04530396,11083772,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04564716,11079604,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04587219,11076881,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04642339,11070049,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04656613,11068368,Other,lead,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
NCT04330144,11109605,Other,lead,Gangnam Severance Hospital
NCT04558645,11080336,Other,lead,Gazi University
NCT04408378,11098487,Other,lead,Gaziosmanpasa Taksim Research and Education Hospital
NCT04416009,11097577,Other,lead,Gaziosmanpasa Taksim Research and Education Hospital
NCT04432051,11095656,Other,lead,Gaziosmanpasa Taksim Research and Education Hospital
NCT04525742,11084284,Other,lead,Gaziosmanpasa Taksim Research and Education Hospital
NCT04577235,11078090,Other,lead,Gaziosmanpasa Taksim Research and Education Hospital
NCT04432948,11095542,Other,lead,General and Maternity Hospital of Athens Elena Venizelou
NCT04437342,11095047,Other,lead,General and Maternity Hospital of Athens Elena Venizelou
NCT04355026,11105939,Other,lead,General and Teaching Hospital Celje
NCT04343742,11107605,Other,lead,Genesis Foundation
NCT04352946,11106227,Other,lead,GeoSentinel Foundation
NCT04411667,11098095,Other,lead,"George Sakoulas, MD"
NCT04345510,11107317,Other,lead,German Cancer Research Center
NCT04516824,11085343,Other,lead,Ghurki Trust and Teaching Hospital
NCT04673214,11066355,Other,lead,Gilberto Cruz Arteaga
NCT04336904,11108567,Other,lead,Giuliano Rizzardini
NCT04484545,11089287,Other,lead,Glasgow Royal Infirmary
NCT04667936,11067005,Other,lead,Goethe University
NCT04377724,11102575,Other,lead,Goldhahn Jörg
NCT04667247,11067074,Other,lead,Gordon Saxe
NCT04445376,11094029,Other,lead,Government College University Faisalabad
NCT04346667,11107165,Other,lead,"Government of Punjab, Specialized Healthcare and Medical Education Department"
NCT04351191,11106473,Other,lead,"Government of Punjab, Specialized Healthcare and Medical Education Department"
NCT04349540,11106716,Other,lead,Great Ormond Street Hospital for Children NHS Foundation Trust
NCT04380896,11102109,Other,lead,Great Ormond Street Hospital for Children NHS Foundation Trust
NCT04530604,11083749,Other,lead,Gregory Yanik
NCT04519398,11085000,Other,lead,Grigore T. Popa University of Medicine and Pharmacy
NCT04365530,11104490,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04365582,11104484,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04420312,11097017,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04437719,11094999,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04468035,11091274,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04485364,11089167,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04488484,11088766,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04488510,11088762,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04505605,11086720,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04513964,11085702,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04569266,11079054,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04586140,11077015,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04594356,11076002,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04616950,11073202,Other,lead,Groupe Hospitalier Paris Saint Joseph
NCT04320017,11111081,Other,lead,Groupe Hospitalier Pitie-Salpetriere
NCT04365764,11104461,Other,lead,Groupe Hospitalier Pitie-Salpetriere
NCT04505631,11086717,Other,lead,Groupe Hospitalier de la Region de Mulhouse et Sud Alsace
NCT04371471,11103474,Other,lead,Groupe Hospitalier de la Rochelle Ré Aunis
NCT04714138,11061238,Other,lead,Groupe Hospitalier du Havre
NCT04405310,11098839,Other,lead,Grupo Mexicano para el Estudio de la Medicina Intensiva
NCT04380818,11102120,Other,lead,Grupo de Investigación Clínica en Oncología Radioterapia
NCT04581187,11077621,Other,lead,Gruppo Italiano Malattie EMatologiche dell'Adulto
NCT04374084,11103080,Other,lead,Guang'anmen Hospital of China Academy of Chinese Medical Sciences
NCT04306055,11113018,Other,lead,Guangzhou Blood Center
NCT04370886,11103592,Other,lead,Guangzhou Blood Center
NCT04410458,11098240,Other,lead,Guangzhou Blood Center
NCT04431180,11095765,Other,lead,Guangzhou Blood Center
NCT04280913,11116677,Other,lead,Guangzhou Institute of Respiratory Disease
NCT04346368,11107201,Other,lead,Guangzhou Institute of Respiratory Disease
NCT04378712,11102441,Other,lead,Guangzhou Institute of Respiratory Disease
NCT04594460,11075992,Other,lead,Guangzhou Institute of Respiratory Disease
NCT04686708,11064737,Other,lead,Gulhane Training and Research Hospital
NCT04324190,11110409,Other,lead,Gunther Meinlschmidt
NCT04341207,11107937,Other,lead,"Gustave Roussy, Cancer Campus, Grand Paris"
NCT04408248,11098517,Other,lead,Guy's and St Thomas' NHS Foundation Trust
NCT04408326,11098495,Other,lead,Guy's and St Thomas' NHS Foundation Trust
NCT04408365,11098488,Other,lead,Guy's and St Thomas' NHS Foundation Trust
NCT04445259,11094045,Other,lead,Guy's and St Thomas' NHS Foundation Trust
NCT04519034,11085042,Other,lead,Guy's and St Thomas' NHS Foundation Trust
NCT04655716,11068469,Other,lead,Guy's and St Thomas' NHS Foundation Trust
NCT04537585,11082875,Other,lead,"Guyguy K Tshima, MD"
NCT04418128,11097283,Other,lead,Gyeongsang National University Hospital
NCT04677283,11065858,Other,lead,Gérond'if
NCT04596579,11075722,Other,lead,H. Lee Moffitt Cancer Center and Research Institute
NCT04659889,11067987,Other,lead,HCA International Limited
NCT04403880,11098987,Other,lead,HIV Vaccine Trials Network
NCT04668235,11066973,Other,lead,HRH Holdngs Limited
NCT04333628,11109060,Other,lead,"HaEmek Medical Center, Israel"
NCT04709146,11061884,Other,lead,"HaEmek Medical Center, Israel"
NCT04487873,11088844,Other,lead,Hacettepe University
NCT04673331,11066337,Other,lead,Hacettepe University
NCT04681261,11065354,Other,lead,Hacettepe University
NCT04343755,11107604,Other,lead,Hackensack Meridian Health
NCT04345653,11107303,Other,lead,Hackensack Meridian Health
NCT04347993,11106961,Other,lead,Hackensack Meridian Health
NCT04456413,11092690,Other,lead,Hackensack Meridian Health
NCT04472572,11090746,Other,lead,Hackensack Meridian Health
NCT04377750,11102571,Other,lead,Hadassah Medical Organization
NCT04474067,11090560,Other,lead,Hadassah Medical Organization
NCT04513470,11085771,Other,lead,Hadassah Medical Organization
NCT04590053,11076521,Other,lead,Hadassah Medical Organization
NCT04643561,11069913,Other,lead,Hadassah Medical Organization
NCT04357535,11105578,Other,lead,Hakeam Abdulaziz Hakeam
NCT04542954,11082243,Other,lead,Hamid Al-Essa Organ Transplant Center
NCT04348656,11106845,Other,lead,Hamilton Health Sciences Corporation
NCT04393792,11100252,Other,lead,Hampshire Hospitals NHS Foundation Trust
NCT04462627,11107079,Other,lead,Hanane EL KENZ
NCT04648800,11069256,Other,lead,Hanna Czajka
NCT04361500,11105025,Other,lead,Hannover Medical School
NCT04613739,11073589,Other,lead,Harvard Pilgrim Health Care
NCT04160975,11131893,Other,lead,Harvard University
NCT04338568,11108328,Other,lead,Hasselt University
NCT04371679,11103450,Other,lead,Hasselt University
NCT04421612,11096871,Other,lead,Haukeland University Hospital
NCT04715360,11061086,Other,lead,Hayandra Peduli Foundation
NCT04413058,11097932,Other,lead,Haydarpasa Numune Training and Research Hospital
NCT04691947,11064075,Other,lead,Health Institutes of Turkey
NCT04412239,11098023,Other,lead,Health Science Center of Xi'an Jiaotong University
NCT04486144,11089079,Other,lead,HealthQuilt
NCT04727294,11059532,Other,lead,HealthTree Foundation
NCT04661930,11067726,Other,lead,Hebrew University of Jerusalem
NCT04381273,11102049,Other,lead,Heidelberg University
NCT04456075,11092729,Other,lead,Heidelberg University
NCT04694573,11063704,Other,lead,Heidelberg University
NCT04321265,11110873,Other,lead,"Heinrich-Heine University, Duesseldorf"
NCT04338906,11108272,Other,lead,"Heinrich-Heine University, Duesseldorf"
NCT04381351,11102033,Other,lead,"Heinrich-Heine University, Duesseldorf"
NCT04459312,11092317,Other,lead,"Heinrich-Heine University, Duesseldorf"
NCT04632173,11071323,Other,lead,Hellenic Cooperative Oncology Group
NCT04339712,11108154,Other,lead,Hellenic Institute for the Study of Sepsis
NCT04398004,11099721,Other,lead,Hellenic Institute for the Study of Sepsis
NCT04414267,11097783,Other,lead,Hellenic Institute for the Study of Sepsis
NCT04383678,11101642,Other,lead,Helsinki University Central Hospital
NCT04308317,11112676,Other,lead,Henan Provincial People's Hospital
NCT04312100,11112132,Other,lead,Henan Provincial People's Hospital
NCT04373798,11103126,Other,lead,Henning Bliddal
NCT04341441,11107907,Other,lead,Henry Ford Health System
NCT04374071,11103091,Other,lead,Henry Ford Health System
NCT04385199,11101416,Other,lead,Henry Ford Health System
NCT04562246,11079892,Other,lead,Henry Ford Health System
NCT04562285,11079889,Other,lead,Henry Ford Health System
NCT04632537,11071268,Other,lead,Henry M. Jackson Foundation for the Advancement of Military Medicine
NCT04329559,11109680,Other,lead,Hepatopancreatobiliary Surgery Institute of Gansu Province
NCT04346186,11107231,Other,lead,Herlev Hospital
NCT04395664,11100012,Other,lead,Herlev and Gentofte Hospital
NCT04389801,11100720,Other,lead,Hesham Al-Inany
NCT04406493,11098709,Other,lead,Hillel Yaffe Medical Center
NCT04609501,11074134,Other,lead,Hillel Yaffe Medical Center
NCT04544605,11082046,Other,lead,Hong Kong Baptist University
NCT04572360,11078685,Other,lead,Hong Kong Baptist University
NCT04339426,11108211,Other,lead,HonorHealth Research Institute
NCT04505592,11086722,Other,lead,Hooman Poor
NCT04379154,11102375,Other,lead,Hopital Foch
NCT04479540,11089885,Other,lead,Hopital Foch
NCT04526054,11084252,Other,lead,Hopital Foch
NCT04613297,11073635,Other,lead,Hopital Foch
NCT04614883,11073453,Other,lead,Hopital Foch
NCT04726111,11059698,Other,lead,Hopital Foch
NCT04435028,11095321,Other,lead,Horus University
NCT04341142,11107956,Other,lead,Hospices Civils de Lyon
NCT04344288,11107472,Other,lead,Hospices Civils de Lyon
NCT04351139,11106482,Other,lead,Hospices Civils de Lyon
NCT04354766,11105986,Other,lead,Hospices Civils de Lyon
NCT04366778,11104328,Other,lead,Hospices Civils de Lyon
NCT04375644,11102858,Other,lead,Hospices Civils de Lyon
NCT04376476,11102759,Other,lead,Hospices Civils de Lyon
NCT04379232,11102369,Other,lead,Hospices Civils de Lyon
NCT04379245,11102367,Other,lead,Hospices Civils de Lyon
NCT04383886,11101615,Other,lead,Hospices Civils de Lyon
NCT04392401,11100410,Other,lead,Hospices Civils de Lyon
NCT04412031,11098049,Other,lead,Hospices Civils de Lyon
NCT04413838,11097826,Other,lead,Hospices Civils de Lyon
NCT04422340,11096789,Other,lead,Hospices Civils de Lyon
NCT04441710,11094515,Other,lead,Hospices Civils de Lyon
NCT04457570,11092546,Other,lead,Hospices Civils de Lyon
NCT04459533,11092292,Other,lead,Hospices Civils de Lyon
NCT04459975,11092239,Other,lead,Hospices Civils de Lyon
NCT04469153,11091139,Other,lead,Hospices Civils de Lyon
NCT04475484,11090373,Other,lead,Hospices Civils de Lyon
NCT04496869,11087772,Other,lead,Hospices Civils de Lyon
NCT04522037,11084698,Other,lead,Hospices Civils de Lyon
NCT04637867,11070593,Other,lead,Hospices Civils de Lyon
NCT04644146,11069852,Other,lead,Hospices Civils de Lyon
NCT04706039,11062264,Other,lead,Hospices Civils de Lyon
NCT04466540,11091473,Other,lead,Hospital Alemão Oswaldo Cruz
NCT04414410,11097768,Other,lead,Hospital Ambroise Paré Paris
NCT04542967,11082242,Other,lead,Hospital Central Militar
NCT04477655,11090110,Other,lead,Hospital Civil de Guadalajara
NCT04358627,11105424,Other,lead,Hospital Clinic of Barcelona
NCT04359927,11105223,Other,lead,Hospital Clinic of Barcelona
NCT04361591,11105016,Other,lead,Hospital Clinic of Barcelona
NCT04368975,11103919,Other,lead,Hospital Clinic of Barcelona
NCT04394169,11100188,Other,lead,Hospital Clinic of Barcelona
NCT04437901,11094976,Other,lead,Hospital Clinic of Barcelona
NCT04503434,11086991,Other,lead,Hospital Clinic of Barcelona
NCT04689490,11064348,Other,lead,Hospital Clínico Universitario de Valladolid
NCT04456426,11092685,Other,lead,Hospital Departamental de Villavicencio
NCT04463706,11091802,Other,lead,Hospital Galdakao-Usansolo
NCT04407468,11098602,Other,lead,Hospital General San Juan del Rio
NCT04506515,11086607,Other,lead,Hospital General Universitario de Valencia
NCT04581096,11077630,Other,lead,Hospital General Universitario de Valencia
NCT04366271,11104393,Other,lead,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain"
NCT04321278,11110867,Other,lead,Hospital Israelita Albert Einstein
NCT04379453,11102313,Other,lead,Hospital Israelita Albert Einstein
NCT04479488,11089902,Other,lead,Hospital Israelita Albert Einstein
NCT04537962,11082827,Other,lead,Hospital Israelita Albert Einstein
NCT04383535,11101670,Other,lead,Hospital Italiano de Buenos Aires
NCT04387890,11100949,Other,lead,Hospital Italiano de Buenos Aires
NCT04405271,11098846,Other,lead,Hospital Italiano de Buenos Aires
NCT04472078,11090799,Other,lead,Hospital Italiano de Buenos Aires
NCT04673279,11066343,Other,lead,Hospital Italiano de Buenos Aires
NCT04695756,11063522,Other,lead,Hospital Italiano de Buenos Aires
NCT04475068,11090420,Other,lead,Hospital Nacional Edgardo Rebagliati Martins
NCT04493268,11088202,Other,lead,Hospital Nacional Profesor Alejandro Posadas
NCT04611256,11073908,Other,lead,Hospital Reg. Lic. Adolfo Lopez Mateos
NCT04619290,11072907,Other,lead,Hospital Reg. Lic. Adolfo Lopez Mateos
NCT04542213,11082341,Other,lead,Hospital Regional de Alta Especialidad del Bajio
NCT04434157,11095408,Other,lead,Hospital Regional de Alta especialidad de Ixtapaluca
NCT04508439,11086381,Other,lead,Hospital Regional de Alta especialidad de Ixtapaluca
NCT04362969,11104833,Other,lead,"Hospital San Carlos, Madrid"
NCT04393324,11100301,Other,lead,"Hospital San Carlos, Madrid"
NCT04420390,11097007,Other,lead,"Hospital San Carlos, Madrid"
NCT04525443,11084314,Other,lead,"Hospital San Carlos, Madrid"
NCT04514302,11085662,Other,lead,Hospital San Jose Tec de Monterrey
NCT04551690,11081186,Other,lead,"Hospital San Juan de Dios, Santiago"
NCT04391101,11100547,Other,lead,Hospital San Vicente Fundación
NCT04377503,11102607,Other,lead,Hospital Sao Domingos
NCT04454372,11092912,Other,lead,Hospital Sao Domingos
NCT04327401,11109994,Other,lead,Hospital Sirio-Libanes
NCT04365231,11104523,Other,lead,"Hospital St. Joseph, Marseille, France"
NCT04465656,11091588,Other,lead,"Hospital St. Joseph, Marseille, France"
NCT04543760,11082146,Other,lead,"Hospital St. Joseph, Marseille, France"
NCT04384042,11101578,Other,lead,Hospital Sultanah Bahiyah
NCT04390165,11100658,Other,lead,Hospital Sultanah Bahiyah
NCT04374617,11103010,Other,lead,Hospital Universitari Vall d'Hebron Research Institute
NCT04391140,11100543,Other,lead,Hospital Universitari Vall d'Hebron Research Institute
NCT04423289,11096659,Other,lead,Hospital Universitari Vall d'Hebron Research Institute
NCT04534478,11083277,Other,lead,Hospital Universitari Vall d'Hebron Research Institute
NCT04668196,11066980,Other,lead,Hospital Universitari Vall d'Hebron Research Institute
NCT04341038,11107968,Other,lead,Hospital Universitari de Bellvitge
NCT04479150,11089934,Other,lead,Hospital Universitari de Bellvitge
NCT04358783,11105406,Other,lead,Hospital Universitario Dr. Jose E. Gonzalez
NCT04425889,11096374,Other,lead,Hospital Universitario Dr. Jose E. Gonzalez
NCT04461379,11092089,Other,lead,Hospital Universitario Dr. Jose E. Gonzalez
NCT04361643,11105013,Other,lead,Hospital Universitario Getafe
NCT04441385,11094547,Other,lead,Hospital Universitario Infanta Leonor
NCT04435717,11095243,Other,lead,Hospital Universitario Ramon y Cajal
NCT04410510,11098235,Other,lead,Hospital Universitario San Ignacio
NCT04519125,11085026,Other,lead,Hospital Universitario San Ignacio
NCT04684550,11064984,Other,lead,Hospital Universitario San Ignacio
NCT04398043,11099708,Other,lead,Hospital de Clinicas José de San Martín
NCT04403646,11099022,Other,lead,Hospital de Clinicas José de San Martín
NCT04467047,11091397,Other,lead,Hospital de Clinicas de Porto Alegre
NCT04522492,11084640,Other,lead,Hospital de Clinicas de Porto Alegre
NCT04632082,11071339,Other,lead,Hospital de Clinicas de Porto Alegre
NCT04634370,11071033,Other,lead,Hospital de Clinicas de Porto Alegre
NCT04635618,11070882,Other,lead,Hospital de Clinicas de Porto Alegre
NCT04468009,11091276,Other,lead,Hospital de Infecciosas Francisco Javier Muniz
NCT04346212,11107225,Other,lead,Hospital de Mataró
NCT04425759,11096387,Other,lead,Hospital de Mataró
NCT04666116,11067222,Other,lead,Hospital de Sagunto
NCT04401033,11099346,Other,lead,Hospital del Río Hortega
NCT04322123,11110724,Other,lead,Hospital do Coracao
NCT04468087,11091266,Other,lead,Hospital do Coracao
NCT04549922,11081410,Other,lead,Hospital do Coracao
NCT04631380,11071427,Other,lead,Hospital do Coracao
NCT04320277,11111037,Other,lead,Hospital of Prato
NCT04623697,11072317,Other,lead,Hospital of South West Jutland
NCT04573868,11078523,Other,lead,Hospitales Universitarios Virgen del Rocío
NCT04311398,11112233,Other,lead,Huashan Hospital
NCT04260308,11119685,Other,lead,Huazhong University of Science and Technology
NCT04288713,11115513,Other,lead,Hudson Medical
NCT04341493,11107903,Other,lead,Hugo Mendieta Zeron
NCT04338802,11108288,Other,lead,Huilan Zhang
NCT04410484,11098238,Other,lead,Hull University Teaching Hospitals NHS Trust
NCT04411784,11098082,Other,lead,Hull University Teaching Hospitals NHS Trust
NCT04511962,11085933,Other,lead,Hull University Teaching Hospitals NHS Trust
NCT04624503,11072210,Other,lead,"Humanitas Hospital, Italy"
NCT04581083,11077632,Other,lead,Hunter College of City University of New York
NCT04345276,11107347,Other,lead,Huoshenshan Hospital
NCT04392089,11100447,Other,lead,Hvidovre University Hospital
NCT04565106,11079558,Other,lead,Hvidovre University Hospital
NCT04363671,11104738,Other,lead,Hôpital Cochin
NCT04525911,11084268,Other,lead,Hôpital Européen Marseille
NCT04575545,11078315,Other,lead,Hôpital Européen Marseille
NCT04385823,11101332,Other,lead,Hôpital Louis Mourier
NCT04490811,11088476,Other,lead,Hôpital Necker-Enfants Malades
NCT04346810,11107146,Other,lead,Hôpital Raymond Poincaré
NCT04348227,11106919,Other,lead,Hôpital Universitaire Fattouma Bourguiba
NCT04395144,11100072,Other,lead,Hôpital de Verdun
NCT04445961,11093964,Other,lead,I.M. Sechenov First Moscow State Medical University
NCT04667923,11067006,Other,lead,I.M. Sechenov First Moscow State Medical University
NCT04716179,11060983,Other,lead,I.M. Sechenov First Moscow State Medical University
NCT04335188,11108815,Other,lead,IHF GmbH - Institut für Herzinfarktforschung
NCT04661423,11067811,Other,lead,IHU Strasbourg
NCT04610554,11074012,Other,lead,"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy"
NCT04540029,11082583,Other,lead,IRCCS National Neurological Institute C. Mondino Foundation
NCT04399798,11099496,Other,lead,IRCCS Policlinico S. Matteo
NCT04438850,11094871,Other,lead,IRCCS Sacro Cuore Don Calabria di Negrar
NCT04377776,11102564,Other,lead,IRCCS San Raffaele
NCT04410549,11098232,Other,lead,IRCCS San Raffaele
NCT04689672,11064334,Other,lead,IRCCS San Raffaele
NCT04334291,11108965,Other,lead,IVAN J NUÑEZ GIL
NCT04371393,11103489,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04388709,11100831,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04390191,11100650,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04397939,11099726,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04495816,11087896,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04619680,11072857,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04654481,11068599,Other,lead,Icahn School of Medicine at Mount Sinai
NCT04320472,11111002,Other,lead,Ictal Group
NCT04451902,11093248,Other,lead,Imagine Institute
NCT04455347,11092812,Other,lead,Imagine Institute
NCT04459689,11092278,Other,lead,Imagine Institute
NCT04656626,11068367,Other,lead,Imam Abdulrahman Bin Faisal University
NCT04333407,11109090,Other,lead,Imperial College London
NCT04337489,11108472,Other,lead,Imperial College London
NCT04393974,11100212,Other,lead,Imperial College London
NCT04399603,11099517,Other,lead,Imperial College London
NCT04405232,11098850,Other,lead,Imperial College London
NCT04414904,11097712,Other,lead,Imperial College London
NCT04444609,11094117,Other,lead,Imperial College London
NCT04468256,11091253,Other,lead,Imperial College London
NCT04510441,11086123,Other,lead,Imperial College London
NCT04529408,11083890,Other,lead,Imperial College London
NCT04568044,11079217,Other,lead,Imperial College London
NCT04581954,11077520,Other,lead,Imperial College London
NCT04601415,11075154,Other,lead,Imperial College London
NCT04664075,11067448,Other,lead,Imperial College London
NCT04716023,11061001,Other,lead,Imperial College London
NCT04535856,11083111,Other,lead,Ina-Respond
NCT04613271,11073638,Other,lead,Ina-Respond
NCT04634214,11071057,Other,lead,India Diabetes Research Foundation & Dr. A. Ramachandran's Diabetes Hospitals
NCT04334876,11108863,Other,lead,Indiana University
NCT04620798,11072710,Other,lead,Indiana University
NCT04683744,11065079,Other,lead,Indiana University
NCT04380935,11102103,Other,lead,Indonesia University
NCT04457609,11092541,Other,lead,Indonesia University
NCT04558463,11080357,Other,lead,Indonesia University
NCT04685603,11064866,Other,lead,Indonesia-MoH
NCT04598620,11075498,Other,lead,Inger Lise Gade
NCT04502472,11087099,Other,lead,Inova Health Care Services
NCT04428008,11096139,Other,lead,Inova Health System
NCT04426006,11096364,Other,lead,Institut Bergonié
NCT04421625,11096870,Other,lead,Institut Cancerologie de l'Ouest
NCT04407273,11098634,Other,lead,Institut Investigacio Sanitaria Pere Virgili
NCT04452617,11093142,Other,lead,Institut Mutualiste Montsouris
NCT04259892,11119756,Other,lead,"Institut National de la Santé Et de la Recherche Médicale, France"
NCT04262921,11119289,Other,lead,"Institut National de la Santé Et de la Recherche Médicale, France"
NCT04322279,11110693,Other,lead,"Institut National de la Santé Et de la Recherche Médicale, France"
NCT04392388,11100412,Other,lead,"Institut National de la Santé Et de la Recherche Médicale, France"
NCT04710316,11061754,Other,lead,"Institut National de la Santé Et de la Recherche Médicale, France"
NCT04401046,11099345,Other,lead,Institut Paoli-Calmettes
NCT04390594,11100608,Other,lead,Institut Pasteur de Dakar
NCT04607928,11074320,Other,lead,Institut d'Investigació Biomèdica de Bellvitge
NCT04370223,11103699,Other,lead,Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta
NCT04444531,11094128,Other,lead,Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta
NCT04536090,11083085,Other,lead,Institut de Recherches Cliniques de Montreal
NCT04392128,11100444,Other,lead,Institut de cancérologie Strasbourg Europe
NCT04501965,11087167,Other,lead,Institute for Research and Development of Medicinal and Food Plants of Guinea
NCT04502342,11087110,Other,lead,Institute for Research and Development of Medicinal and Food Plants of Guinea
NCT04397523,11099773,Other,lead,Institute for Transfusion Medicine of RNM
NCT04471701,11090842,Other,lead,"Institute of Biomedical Technologies-National Research Council, Italy"
NCT04382547,11101819,Other,lead,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus
NCT04649840,11069136,Other,lead,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus
NCT04341389,11107911,Other,lead,"Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China"
NCT04552366,11081115,Other,lead,"Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China"
NCT04659252,11068060,Other,lead,"Institute of Cancer Research, United Kingdom"
NCT04374110,11103073,Other,lead,"Institute of Cardiology, Warsaw, Poland"
NCT04401085,11099324,Other,lead,Institute of Health Information and Statistics of the Czech Republic
NCT04453280,11093064,Other,lead,Institute of Health Information and Statistics of the Czech Republic
