nct_id,id,intervention_type,name,description
NCT04353284,12329589,Drug,camostat mesilate,"camostat mesilate 200mg taken orally, 4 times daily, for 7 days."
NCT04353284,12329590,Other,placebo,"placebo taken orally, 4 times daily, for 7 days."
NCT04353271,12329593,Drug,hydroxychloroquine,"hydroxychloroquine 800 mg initial dose then 6-8 hours later hcq 600 mg, then 200 mg three times per day for 4 days."
NCT04353271,12329594,Other,placebo,"placebo take 4 tabs, then 6-8 hours later take 3 tabs, then take 1 tab three times per day for 4 days."
NCT04353245,12329597,Other,biomarkers in the long term impact of coronavirus infection in the cardiorrespiratory system,"organize care follow-up for patients who have had covid-19 coronavirus infection for scientific purposes. thus, it is expected to obtain relevant data on cardiac sequelae and pulmonary. these data are important for understanding the long-term prognosis of patients surviving this infection."
NCT04353206,12329601,Biological,convalescent plasma,subjects to receive single or double plasma units infused on day 0 and potentially days 3 and 6.
NCT04352608,12329694,Biological,placebo,"two doses of placebo at the schedule of day 0,28"
NCT04353141,12329615,Diagnostic Test,standardized lung ultrasound (lus) examination,"14 areas (three posterior, two lateral and two anterior) will be assigned a covid-lus score: score 0 (normal pattern), score 1 (pattern of mild disease), score 2 (pattern of moderate disease), score 3 (pattern of severe disease). classification of lus result: lus negative: group a = score 0 in all 14 areas or score =1 in areas of one site (right or left). it means that score 1 is pathological only when present bilaterally; lus positive: both group b and c have to be considered positive: group b (mild disease) = score 1 in at least two areas localized bilaterally and no areas with score >1; group c (moderate/severe disease)= score >2 in at least two areas localized bilaterally"
NCT04353128,12329616,Drug,melatonin 2mg,2 mg of prolonged release melatonin tablets per os (p.o.) before bedtime for 12 weeks
NCT04353128,12329617,Drug,placebo,identically looking placebo tablets p.o. before bedtime for 12 weeks
NCT04353037,12329627,Drug,group a hcq,enrolled participants randomized in group a receive the hcq drug
NCT04353037,12329628,Drug,group b control,enrolled participants randomized in group b will receive a placebo drug
NCT04353011,12329631,Other,questionnaire,questionnaire assesment
NCT04352985,12329637,Device,toraymyxin pmx-20r (pmx cartridge),"the intervention is two (2) treatment sessions of pmx cartridge administration within approximately 24 hours of each other. each treatment session will target 2 hours with a minimum of 1 ½ hours, at a flow rate of approximately 100 ml/minute, (range of 80 to 120 ml/minute). in cases where the clinical status of the subject is improving, or if the subject suffers from a relapse and the treating physician believes an additional pmx treatment may improve the clinical outcome of the subject, they may administer an additional pmx treatment session (for a total of 3 treatment sessions) at their discretion. all subjects will continue to receive standard medical care for covid 19 and septic shock."
NCT04352946,12329642,Drug,hydroxychloroquine pre-exposure prophylaxis,hcq prep 400mg daily
NCT04352946,12329643,Drug,placebo,placebo tablets 400mg daily
NCT04352933,12329644,Drug,hydroxychloroquine,"active hcq:~days 1-2: loading phase - 400mg (2 x 200mg capsules) taken twice a day for 2 days days 3 onwards: maintenance phase - 200mg (1 x 200mg capsule) taken once a day, every day for 90 days (~3 months),~matched placebo hcq:~days 3 onwards: maintenance phase - 2 capsules taken once a week on the same day each week (every 7th day) for 90 days (~3 months)"
NCT04352933,12329645,Drug,hydroxychloroquine,"active hcq:~days 1-2: loading phase - 400mg (2 x 200mg capsules) taken twice a day for 2 days days 3 onwards: maintenance phase - 400mg (2 x 200mg capsules) taken once a week on the same day each week (every 7th day) for 90 days (~3 months)~matched placebo hcq:~days 3 onwards: maintenance phase - 1 capsule taken once a day for 90 days (~3 months)"
NCT04352933,12329646,Other,placebo,"matched placebo hcq - daily dosing:~days 1-2: loading phase - 2 capsules taken twice a day for 2 days days 3 onwards: maintenance phase - 1 capsule taken once a day for 90 days (~3 months) matched placebo hcq - weekly dosing days 3 onwards: maintenance phase - 2 capsules taken once a week on the same day each week (every 7th day) for 90 days (~3 months)"
NCT04352842,12329658,Other,echocardiography,"an expert with 17-year professional experience performed all the echocardiography examinations using a ge logiqtm e portable color ultrasound diagnostic machine (ge healthcare, wi, usa) that was specially used in the contaminated area. two-dimensional and doppler echocardiographic measurements were conducted following the recommendations of the american society of echocardiography"
NCT04352803,12329661,Biological,autologous adipose msc's,"autologous adipose derived mesenchymal cells 500,000/kg iv"
NCT04352764,12329667,Diagnostic Test,coronacidetm covid-19 igm/igg rapid test and premier biotech covid-19 igm/igg rapid test,the tests are being distributed under section iv.d of the current united states food and drug administration (fda) policies for diagnostic tests for coronavirus disease 2019. the test is available under an emergency access mechanism called an emergency use authorization (eua). the eua is supported by the secretary of health and human service's (hhs's) declaration that circumstances exist to justify the emergency use of in vitro diagnostics (ivds) for the detection and/or diagnosis of the virus that causes covid-19
NCT04352751,12329671,Other,convalescent plasma,"plasmapheresis, 900 - 1000 ml each time.~standard apheresis plasma collection protocol using haemonetics mcs+ intermittent blood flow system or terumo optia, cobe-spectra, trima or fresenius continuous flow system to be used.~isovolumic saline replacement should be done.~each donor can donate convalescent plasma again after an interval of every 2 weeks"
NCT04352634,12329684,Other,exposure to the sars-cov-2 and its consequences,"this is an observational design. participants are exposed to the sars-cov-2, the covid-19 pandemic, and/or its consequences"
NCT04352608,12329689,Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,"two doses of medium dosage (600su/0.5ml) experimental vaccine at the schedule of day 0,14"
NCT04352608,12329690,Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,"two doses of high dosage (1200 su/0.5ml) experimental vaccine at the schedule of day 0,14"
NCT04352608,12329691,Biological,placebo,"two doses of placebo at the schedule of day 0,14"
NCT04352608,12329692,Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,"two doses of medium dosage (600su/0.5ml) experimental vaccine at the schedule of day 0,28"
NCT04352608,12329693,Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,"two doses of high dosage (1200 su/0.5ml) experimental vaccine at the schedule of day 0,28"
NCT04352582,12329696,Other,questionnaire,survey
NCT04352491,12329707,Other,no intervention/observational,no intervention
NCT04352465,12329709,Drug,methotrexate,"phase a: subjects will be dosed 20 mg of mtx iv, once per week (total of 4 doses)."
NCT04352465,12329710,Drug,methotrexate,"phase b: subjects will be dosed 30 mg of mtx iv, once per week (total of 4 doses)."
NCT04352465,12329711,Drug,methotrexate,"phase c: subjects will be dosed 40 mg of mtx iv, once per week (total of 4 doses)."
NCT04352400,12329717,Drug,camostat mesilate,administered intravenously as a continuous infusion
NCT04352400,12329718,Drug,placebo,administered intravenously as a continuous infusion
NCT04352348,12329725,Other,blood sample,"all arms:~1 blood sample at inclusion (t0)~covid-19 positive, severe only:~1 blood sample at d3, at d7, in case of transfer to intensive care unit or in case of aggravation of symptoms, eventually, at discharge from hospital if the last blood sample was more than 3 days old, in case of post-covid-19 follow-up visit scheduled in standard care at 3 to 6 months after hospitalization and in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization.~follow-up after covid-19 hospitalization only:~1 blood sample in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization"
NCT04352348,12329726,Other,feces samples (covi-biome ancillary study),"all arms:~1 feces sample at inclusion (t0)~covid-19 positive, severe only:~1 feces sample at d3, at d7, in case of transfer to intensive care unit or in case of aggravation of symptoms and, eventually, at discharge from hospital"
NCT04352348,12329727,Other,sweat samples (covidog ancillary study),"all arms:~2 sweat samples at inclusion (t0)"
NCT04352348,12329728,Other,saliva samples,"all arms:~1 saliva sample at inclusion (t0)~covid-19 positive, severe only:~1 saliva sample at d7, at discharge from hospital, in case of post-covid-19 follow-up visit scheduled in standard care at 3 to 6 months after hospitalization and in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization.~follow-up after covid-19 hospitalization only:~1 blood sample in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization"
NCT04352348,12329729,Other,6 minute walk test,"covid-19 positive, severe only:~6 minutes walk test in case of post-covid-19 follow-up visit scheduled in standard care at 3 to 6 months after hospitalization and in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization.~follow-up after covid-19 hospitalization only:~6 minutes walk test at inclusion (t0) and in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization."
NCT04352348,12329730,Other,phone call,"covid-19 positive, not severe and severe arms:~1 phone call at d30~all arms except covid-19 negative:~1 phone call 12 months after covid-19 infection."
NCT04352348,12329731,Other,urine samples,"all arms:~1 urine sample at inclusion (t0)~covid-19 positive, severe only:~1 urine sample at d3, at d7, at discharge from hospital, in case of post-covid-19 follow-up visit scheduled in standard care at 3 to 6 months after hospitalization and in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization.~follow-up after covid-19 hospitalization only:~1 urine sample in case of post-covid-19 follow-up visit scheduled in standard care at 11 to 13 months after hospitalization"
NCT04351919,12329804,Drug,hydroxychloroquine,400mg per day during 10 days
NCT04351919,12329805,Drug,azithromycin,500 mg per day during 5 days
NCT04351906,12329807,Device,ecco2r,ecco2r integrated into the multifiltrate device
NCT04351854,12329811,Other,retrospective data collection,retrospective data collection to identify predicting factors in the clinical picture of covid-19 patients presenting to the ed.
NCT04351802,12329818,Diagnostic Test,lung ultrasound,focused lung ultrasound examination
NCT04351516,12329867,Drug,hydroxychloroquine,dose of 600mg on the first day followed with 400mg/day divided in 2x200mg for 6 more days
NCT04351516,12329868,Other,placebo,placebo: film coated tablette
NCT04351789,12329821,Other,sse educational intervention,"the written and verbal information provided at discharge to patients in the intervention arm will consist of:~an explanation of the normal recovery period after hospitalization due to covid-19. what can the patient expect physically, psychologically and emotionally, and what coping mechanism might be appropriate social support in the recovery period and how this can be used constructively. in case of worsening of symptoms - physically or psychologically, where can the patient get help after discharge from hospital.~these points are based on crisis psychology, enhancing the patients empowerment and self-management after discharge from hospital."
NCT04351763,12329825,Drug,amiodarone,ion channel blocker
NCT04351763,12329826,Drug,verapamil,ion channel blocker
NCT04351711,12329842,Other,immunological profiling,the immune activation phenotype will be assessed using a standardized panel of soluble and membrane immune activation markers
NCT04351659,12329850,Other,blood donation from convalescent donor,donation of 1 unit of blood or leukapheresis
NCT04351633,12329851,Other,questionnaire,questionnaire assesment
NCT04351620,12329852,Drug,hydroxychloroquine,tolerability study of hcq 1200 mg administered daily in divided doses for a duration of 5-10 days
NCT04351581,12329857,Other,continuation of arb/acei,discontinuation of acei/arb
NCT04351581,12329858,Other,continuation of arb/acei,continuation of acei/arb
NCT04351568,12329859,Other,questionnaire,questionnair about emerging legal and ehical disputes over patient confidentiality
NCT04351542,12329865,Dietary Supplement,ayurveda,"based on individual constitution (ayurveda based assessment) and symptoms an individual has, ayurveda herbal supplement and self managed practices were advised along with usual care recommendation."
NCT04351542,12329866,Other,usual care,"usual care recommended by national health services, self isolation, plenty fluid, rest and paracetamol. during the covid 19 outbreak, additional recommendation were followed given by health services."
NCT04351503,12329871,Other,study c,"study a: collection of data of clinical outcomes and features of sars-cov-2 infection. demographical, clinical, microbiological, laboratory, epidemiological and hospital-associated data will be analyzed. for this study part, only patients with a visit at the university hospital basel will be included in order to access patient charts."
NCT04351503,12329872,Other,study c,"study b: collection of epidemiological surveillance data to describe the epidemiology of the sars-cov-2 outbreak. the epidemic transmission of influenza viruses in the city of basel serves as an important reference to identify similarities and differences to the pandemic sars-cov-2 situation. in addition data collected during the influenza projects - in particular data on statistical blocks of the city, e.g. population density, income and living space will be re-used. already collected and stored samples such as serum and respiratory material (leftover material) will be (re-) used."
NCT04351503,12329873,Other,study c,study c: data collection for viral evolution. respiratory materials and matching blood and tissue materials will be used to perform whole genome sequencing to study pathogen evolution between hosts as well as in-host evolution. no additional material will be collected.
NCT04351503,12329874,Other,study c,"study d: collection of safety and efficacy data of different treatment modalities. currently the following treatments are considered as part of the treatment:~lopinavir/ritonavir~hydroxychloroquine~tocilizumab~eculizumab~ruxolitinib~remdesivir~treatment with convalescent plasma blood count, blood chemistry and pulmonary function test (collected on a routine basis during hospitalization and in the outpatient setting)."
NCT04351490,12329875,Dietary Supplement,zinc gluconate,zinc gluconate capsule 15 mg x 2 per day during 2 months
NCT04351490,12329876,Dietary Supplement,cholecalciferol,25-oh cholecalciferol drinkable solution 10 drops (2000 iu) per day during 2 months
NCT04351399,12329889,Other,questionnaire,"the questionnaire will ask questions around their socio-demographic characteristics,quality of life, painful, using analgesic , since they are in quarantine"
NCT04351347,12329898,Drug,ivermectin,ivermectin
NCT04351347,12329899,Drug,nitazoxanide with ivermectin,nitazoxanide with ivermectin
NCT04351295,12329908,Drug,favipiravir,favipiravir
NCT04351295,12329909,Drug,placebo,placebo oral tablet
NCT04351243,12329916,Drug,gimsilumab,gimsilumab is a fully human monoclonal antibody (mab).
NCT04351243,12329917,Drug,placebo,normal saline
NCT04351191,12329927,Drug,hydroxychloroquine,hydroxychloroquine administered based off of in-vitro pharmacokinetics study of optimal dosage for efficacy against sars-cov-2
NCT04351191,12329928,Drug,hydroxychloroquine,hydroxychloroquine administered as a loading dose only
NCT04351191,12329929,Drug,chloroquine,chloroquine administered based off of in-vitro pharmacokinetics study of optimal dosage for efficacy against sars-cov-2
NCT04351191,12329930,Drug,placebo,standard of care plus placebo
NCT04351152,12329935,Biological,lenzilumab,administered as an intravenous (iv) infusion
NCT04351152,12329936,Drug,standard treatment for covid-19,standard of care therapy can include remdesivir and/or dexamethasone per institutional treatment guidelines or written policies
NCT04351139,12329937,Other,modification of the planned therapeutic management,"to evaluate the changes in therapeutic management, during the covid-19 pandemic, of patients suffering from gynecological cancers"
NCT04350931,12329967,Biological,bcg vaccine,0.10 ml intradermal injection of bcg vaccine over the distal insertion of the deltoid muscle onto the humerus (approximately one third down the left upper arm) slowly over 10 seconds
NCT04350931,12329968,Other,placebo,placebo 0.10 ml intradermal normal saline (0.9% nacl) over the distal insertion of the deltoid muscle onto the humerus
NCT04350736,12330006,Drug,td-0903,study drug to be administered by inhalation
NCT04350736,12330007,Drug,placebo,placebo to be administered by inhalation
NCT04350723,12330008,Procedure,awake proning,the duration of proning will be a total of 8-10 hours with 1-2 hours break in supine position.
NCT04350710,12330013,Other,peep trial,measurement of recruitment-to-inflation ratio
NCT04498377,12330166,Biological,f-652,il-22 fusion protein administered intravenously
NCT04498377,12330167,Biological,placebo,placebo administered intravenously
NCT04350684,12330015,Drug,umifenovir,"this will be drug only used in the intervention arm of our study, designed mainly to assess the additional efficacy and safety of umifenovir in covid-19 patients."
NCT04350684,12330016,Drug,interferon beta-1a,this drug will be used in all arms as we discovered its benefits in our previous randomized clinical trial.
NCT04350684,12330017,Drug,lopinavir/ritonavir,this drug will be used in all arms as mandated by our governmental guidelines.
NCT04350684,12330018,Drug,hydroxychloroquine,this drug will be used in all arms as mandated by our governmental guidelines.
NCT04350684,12330019,Drug,standard treatment for covid-19,this drug will be used in all arms as mandated by our governmental guidelines.
NCT04350671,12330020,Drug,interferon beta-1a,"this will be drug only used in the intervention arm of our study, designed mainly to assess the additional efficacy and safety of interferon-β 1a in covid-19 patients."
NCT04350671,12330021,Drug,lopinavir/ritonavir,this drug will be used in all arms as mandated by our governmental guidelines.
NCT04350671,12330022,Drug,hydroxychloroquine,this drug will be used in all arms as mandated by our governmental guidelines.
NCT04350580,12330029,Drug,human immunoglobulin,human immunoglobulin 2g/kg over 4 days (0.5g/kg/d)
NCT04350580,12330030,Drug,placebo,sodium chloride 0.9% in the same volume and over the same time as the immunoglobulin
NCT04350476,12330054,Diagnostic Test,vitalconnect vital sign patch,"this patch provides continuous real-time monitoring of cardiac telemetry, heart rate, respiratory rate and oxygen saturation. duration of monitoring is typically up to 7 days.~this patch is applied to the upper left side of the chest wall, attached with a hypoallergenic adhesive material. (this device is fda approved for this indication)."
NCT04350450,12330060,Drug,hydroxychloroquine,400 mg tablet
NCT04350320,12330083,Drug,colchicine,standard therapy for covid-19 according to the stablished hospital protocols.
NCT04350320,12330084,Drug,standard therapy for covid-19 according to the stablished hospital protocols.,standard therapy for covid-19 according to the stablished hospital protocols.
NCT04350281,12330090,Drug,interferon beta-1a,daily subcutaneous injection of interferon β-1b 1ml (0.25mg; 8 million iu) consecutively on day 1 to day 3
NCT04350281,12330091,Drug,hydroxychloroquine,"hydroxychloroquine 800mg on day 1, then 400mg daily for 2 days"
NCT04350099,12330114,Other,questionnaire,participants will complete self-questionnaires at different times during the epidemic
NCT04350086,12330116,Drug,treatment with dexmedetomidine,"administration of dexmedetomidine in continuous infusion by electric syringe pump at a dose of 0.4 µg / kg / h, with dose adjustment according to the sedation score and tolerance."
NCT04350073,12330117,Device,q-nrg metobolic cart device,covid-19 icu patients will be measured using the q-nrg device for up to 30 mins. these measurements will take place every other day while the patients are in the icu. then they will occur a minimum of 3 times a week until discharge.
NCT04350073,12330118,Device,muscle ultrasound,"covid-19 icu patients will have muscle mass, muscle glycogen, and muscle quality measured at rectus femoris (leg), intercostal, and temporal muscle. these measurements will take place every other day while the patients are in the icu. then they will occur a minimum of 3 times a week until discharge."
NCT04350073,12330119,Device,multifrequency bioimpedance spectroscopy,covid-19 icu patients will have body composition and phase angle measured using multifrequency bioimpedance spectroscopy. these measurements will take place every other day while the patients are in the icu. then they will occur a minimum of 3 times a week until discharge.
NCT04349982,12330130,Diagnostic Test,"biomarker (tropt, myoglobin, ck, ck-mb, ldh, d-dimer, crp, pct)",factorial
NCT04349631,12330183,Drug,hb-admscs,"five iv infusion of autologous adipose-derived mesenchymal stem cells. baseline laboratory values will be collected prior to first infusion and compared at following visits. safety labs will be assessed at weeks 6, 14, 26. inflammatory markers will be assessed at weeks 6, 14, 26. sf-36 and phq-9 questionnaires will be assessed at weeks 2,6,10,14,18,22,26."
NCT04349592,12330192,Drug,hydroxychloroquine,"hydroxychloroquine 200 mg tablet oral, one tablet three times a day for 7 days"
NCT04349592,12330193,Drug,azithromycin,"azithromycin 250 mg capsules oral, 2 capsules on day one, followed by 1 capsule once a day for days 2-5."
NCT04349592,12330194,Other,placebo,"oral, one tablet three times a day for 7 days"
NCT04349592,12330195,Other,placebo,"oral 2 capsules on day one, followed by 1 capsule once a day for days 2-5."
NCT04349540,12330201,Other,no intervention/observational,no intervention
NCT04480138,12330336,Drug,pegylated interferon lambda,1 mcg/kg on day 1 and day 8 after safety evaluations.
NCT04480138,12330337,Other,standard treatment for covid-19,standard of care as per local authority
NCT04349410,12330224,Drug,hydroxychloroquine + azithromycin,"fmtvdm planar, spect, pet"
NCT04349410,12330225,Drug,"hydroxychloroquine, doxycycline","fmtvdm planar, spect, pet"
NCT04349410,12330226,Drug,hydroxychloroquine + azithromycin,"fmtvdm planar, spect, pet"
NCT04349410,12330227,Drug,"hydroxychloroquine, clindamycin, primaquine - high dose.","fmtvdm planar, spect, pet"
NCT04349410,12330228,Drug,"hydroxychloroquine, clindamycin, primaquine - high dose.","fmtvdm planar, spect, pet"
NCT04349410,12330229,Drug,remdesivir,"fmtvdm planar, spect, pet"
NCT04349410,12330230,Drug,tocilizumab,"fmtvdm planar, spect, pet"
NCT04349410,12330231,Drug,methylprednisolone,"fmtvdm planar, spect, pet"
NCT04349410,12330232,Drug,interferon-alpha2b,"fmtvdm planar, spect, pet"
NCT04349410,12330233,Drug,losartan,"fmtvdm planar, spect, pet"
NCT04349410,12330234,Drug,convalescent serum,"fmtvdm planar, spect, pet"
NCT04349241,12330254,Drug,favipiravir,"pyrazine carboxamide derivative (6-fluoro-3-hydroxy-2-pyrazinecarboxamide), a new type of rna-dependent rna polymerase (rdrp) inhibitor"
NCT04349241,12330255,Drug,standard treatment for covid-19,oseltamivir 75 mg 12 hourly for 5-10 days and hydroxychloroquine 400mg 12 hourly day -1 followed by 200mg 12 hourly daily on day- 2 to day-5-10
NCT04349228,12330256,Drug,hydroxychloroquine,hydroxychloroquine (hcq) 200mg/day
NCT04349228,12330257,Drug,placebo,placebo of hydroxychloroquine (hcq) without any active substance
NCT04349202,12330259,Diagnostic Test,euroimmun assay,serology testing to detect sars-cov-2 antibodies
NCT04349163,12330264,Other,questionnaire,cd-risc 25 questionnaire
NCT04349098,12330272,Drug,selinexor,participants will receive 20 mg of selinexor.
NCT04349098,12330273,Other,placebo,participants will receive 20 mg of placebo matched to selinexor.
NCT04348877,12330300,Other,antibody-rich plasma from covid-19 recovered patients,400 millimeter of antibody-rich plasma from covid-19 recovered patients will be transfused to patients with severe or immediately life-threatening covid-19
NCT04348929,12330294,Other,questionnaire,self-administered questionnaires once during the post-natal hospitalization and a second time 7 to 9 weeks after the delivery (at home)
NCT04348695,12330322,Drug,ruxolitinib plus simvastatin,"ruxolitinib 5 mg orally every 12 hours for 7 days, which will be increased to 10 mg every 12 hours for a total of 14 days.~simvastatin 40 mg orally every 24 hours for 14 days"
NCT04348695,12330323,Other,standard treatment for covid-19,patients will receive treatment according to usual clinical practice in the participant site.
NCT04348656,12330326,Biological,convalescent plasma,"patients will receive 500 ml of convalescent plasma (from one single-donor unit of 500 ml or 2 units of 250 ml from 1-2 donations) collected by apheresis from donors who have recovered from covid-19 and frozen (1 year expiration date from date of collection). the plasma unit will be thawed as per standard blood bank procedures and infused into the patient slowly over 4 hours. when administering 2 units of 250 ml, the 2nd unit will be administered after the first, and no longer than 12 hours later. the patient will be monitored for adverse events as per each site's policies."
NCT04348552,12330340,Other,"primary care professionals reports of potential patient safety incidents, non-covid-19 related","primary care professionals reports of potential patient safety incidents, non-covid-19 related"
NCT04348513,12330346,Drug,t3 solution for injection,"for example, for a patient of 77kg of weight, a dose of 6ml (60 μg) will be administered as a bolus intravenously over 2-3 min within 60 min of respiratory support initiation. then, the patient for the next 24 hours will receive 21ml of the product (total of 210 μg of t3) that will be diluted in nacl 0.9% and administered with a pump at a steady flow rate of 10.4 ml/h for a total duration of 48 hours. from day 3 till successful weaning or end of follow-up, the patient will receive 50% of this dose, 10.5 ml of the product (total of 105 μg of t3) that will be diluted in nacl 0.9% and administered with a pump at a steady flow rate of 5.2 ml/h."
NCT04348513,12330347,Drug,placebo,same as with t3 solution for injection.
NCT04348500,12330348,Drug,clazakizumab,infusion
NCT04348474,12330350,Drug,hydroxychloroquine,all patients included in the study will receive hcq (400 mg bid on d1 and 400 mg/day on d2 to d7) for 7 days.
NCT04348474,12330351,Drug,azithromycin,all patients included in the study will receive azt 500 mg per day for 5 days.
NCT04348461,12330352,Drug,mesenchymal stromal cells,two serial doses of 1.5 million adipose-tissue derived mesenchymal stem cells per kg
NCT04348448,12330353,Drug,canakinumab 150 mg/ml [ilaris],covid-19
NCT04348435,12330354,Drug,hb-admscs,hope biosciences allogeneic adipose-derived mesenchymal stem cells
NCT04348435,12330355,Drug,placebo,saline
NCT04348409,12330359,Drug,nitazoxanide,patients will receive nitazoxanide 600 mg bid for 7 days
NCT04348409,12330360,Drug,placebo,patients will receive placebo bid for 7 days
NCT04348370,12330365,Biological,bcg vaccine,bcg vaccine will be administered by research nurses. participants and investigators will be blinded.
NCT04348370,12330366,Biological,placebo,placebo vaccine will be administered by research nurses. participants and investigators will be blinded.
NCT04348305,12330373,Drug,hydrocortisone,"continuous infusion: 200 mg (104 ml) every 24 hours, bolus injections: 50 mg (10 ml) every 6 hours, total treatment duration: 7 days"
NCT04348305,12330374,Drug,sodium chloride 9mg/ml,"continuous infusion: 104 ml every 24 hours, bolus injections: 10 ml every 6 hours, total treatment duration: 7 days"
NCT04348227,12330382,Behavioral,enhanced hygiene measures,"wether or not hygiene measures dictated by the pandemic of severe acute respiratory syndrome coronavirus 19 , reduce multi drug resistant pathogens isolated in endotracheal aspirates."
NCT04347980,12330415,Drug,dexamethasone and hydroxychloroquine,"patients included in the hydroxychloroquine / dexamethasone group will benefit from standardized ventilatory management and administration of hydroxychloroquine in the same manner as the hydroxychloroquine group. they will receive in addition to dexamethasone at a rate of 20 mg intravenously for 15 min once a day for 5 days (d1 to d5) then at a rate of 10 mg per day from d6 to d10. if the patient is extubated before the 10th day, he will receive his last dose of dexamethasone before."
NCT04347980,12330416,Drug,hydroxychloroquine,"patients included in the hydroxychloroquine group will benefit from standardized ventilatory management. patients included in the hydroxychloroquine group will receive 200 mg x 3 / day enterally from j1 of the hcq for 10 days. if the patient is extubated before the 10th day, he will receive his last dose of hcq before."
NCT04347954,12330419,Drug,povidone-iodine,"two sprays to each nare of pvp-i 2% via nasal spray bottle, four times a day"
NCT04347954,12330420,Drug,povidone-iodine,"two sprays to each nare of pvp-i 0.5% via nasal spray bottle, four times a day"
NCT04347954,12330421,Drug,isotonic saline,"two sprays to each nare of isotonic saline (0.9% nacl) via nasal spray bottle, four times a day"
NCT04347941,12330422,Procedure,prone position,"patient will be asked to remain for at least one hour and to a maximum total of 16 hours in prone position with 45 minutes breaks for meals. immediately prior to proning, if spo2 <94% on fio2 0.4, start on 100% o2 to ensure stability during proning. a nurse or assistant will assist patient to turn on side and then face down with the support of pillows as required for comfort, ensure that they are predominantly on their chest rather than on their side. arms can be at side, in swimmer position and can be moved to patients' comfort, pillows under knees and chest for comfort and call bell to be at patient's arm's length. vitals and work of breathing score will be measured before and at 1 hour into each proning session and at the end of each session. total length of time in prone position will be recorded. intervention to continue daily until oxygen requirement to maintain spo2 >94% is below fio2 0.4 via venturi facemask or high flow nasal cannula"
NCT04347941,12330423,Procedure,standard treatment for covid-19,standard of care. prone positioning may be administered as a rescue therapy
NCT04347915,12330426,Drug,clevudine,clevudine 120mg once a day for 14 days (up to 21 days)
NCT04347915,12330427,Drug,placebo,matching placebo once a day for 14 days (up to 21 days)
NCT04347889,12330429,Drug,hydroxychloroquine,oral loading dose followed by once weekly dosing
NCT04347889,12330430,Other,vitamin c,once daily vitamin c 1 gm
NCT04347876,12330431,Diagnostic Test,tuberculin test,test the delayed hypersensitivity reaction and immunity to previous bcg vaccination
NCT04347850,12330433,Other,blood sample,collection
NCT04347798,12330436,Other,hydroxychloroquine/chloroquine,prospective evaluation of development of covid-19 in inflammatory arthritis patients on biologics with anti-malarials compared to inflammatory arthritis patients on biologics without anti-malarial exposure
NCT04462627,12330496,Diagnostic Test,blood group determination,determination of the blood group (abo/le)
NCT04462627,12330497,Diagnostic Test,antibody titration,natural anti-a and anti-b antibody levels will be determined by a gel agglutination technique on the biorad ih-500 automaton.
NCT04462627,12330498,Dietary Supplement,probiotic,administration of a probiotic to healthy volunteers to determine if it increases the level of circulating natural anti-a and anti-b antibodies (probactiol plus (metagenics)).
NCT04347681,12330448,Other,convalescent plasma,"after obtaining informed consent, eligible patients who have severe covid-19 and have not recovered yet will be infused with the donated convalescent plasma (10-15 ml/kg body weight of recipient)19 at least once & if possible, daily, for up to 5 sessions."
NCT04347538,12330467,Other,saline,saline nasal irrigation bid
NCT04347538,12330468,Other,saline with baby shampoo nasal irrigation,saline with 1/2 teaspoon baby shampoo nasal irrigation.
NCT04347512,12330470,Drug,hydroxychloroquine and azithromycin treatment arm.,"patient allocated in this arm receive hydroxychloroquine and azithromycin for 5 days.~for hydroxychloroquine, there is a loading dose of 800 mg per day at d1, followed by 400 mg per day d2-d5.~for azithromycin, there is a loading dose of 500 mg per day at d1, followed by 250 mg per day d2-d5.~every patient receive as well antibiotic (ceftriaxone 1-2 g per day iv), and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc)."
NCT04347512,12330471,Drug,hydroxychloroquine,"patient allocated in this arm receive hydroxychloroquine for 5 days. for hydroxychloroquine, there is a loading dose of 800 mg per day at d1, followed by 400 mg per day d2-d5.~every patient receives as well antibiotic (ceftriaxone 1-2 g per day iv), and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc)."
NCT04347512,12330472,Drug,control arm,"in this arm, no experimental treatment is prescribed. patients receive iv antibiotics and standard of care (oxygen therapy, analgesics, antipyretics, heparin, etc)."
NCT04347408,12330485,Diagnostic Test,covid-19 antibody testing (igg and igm),antibody testing for previous exposure to covid-19
NCT04347382,12330487,Drug,honey,1gm/kg/day
NCT04347382,12330488,Drug,nigella sativa / black cumin,80mg/kg/day
