nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04334954,7384378,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04334148,7384380,Randomized,Parallel Assignment,,Prevention,,Triple,Double-blind,"Double blind, placebo-controlled, randomized clinical trial.",True,True,True,False
NCT04240886,7384464,N/A (Single arm trial),Parallel Assignment,,Treatment,,None (Open Label),,,False,False,False,False
NCT03808922,7384757,Randomized,Parallel Assignment,,Treatment,,Quadruple,,,True,True,True,True
NCT04481516,6968063,,,Cohort,,Prospective,,,,False,False,False,False
NCT04481360,6968075,,,Cohort,,Prospective,,,,False,False,False,False
NCT04480034,6968177,,,Cohort,,Prospective,,,,False,False,False,False
NCT04479488,6968219,,,Cohort,,Prospective,,,,False,False,False,False
NCT04479293,6968234,,,Cohort,,Prospective,,,,False,False,False,False
NCT04476589,6968441,,,Cohort,,Prospective,,,,False,False,False,False
NCT04475471,6968526,,,Cohort,,Prospective,,,,False,False,False,False
NCT04475068,6968557,,,Cohort,,Prospective,,,,False,False,False,False
NCT04474249,6968620,,,Cohort,,Prospective,,,,False,False,False,False
NCT04474236,6968621,,,Cohort,,Prospective,,,,False,False,False,False
NCT04473547,6968674,,,Cohort,,Prospective,,,,False,False,False,False
NCT04473365,6968688,,,Cohort,,Prospective,,,,False,False,False,False
NCT04473300,6968693,,,Cohort,,Prospective,,,,False,False,False,False
NCT04473183,6968702,,,Cohort,,Prospective,,,,False,False,False,False
NCT04473131,6968706,,,Cohort,,Prospective,,,,False,False,False,False
NCT04473118,6968707,,,Cohort,,Prospective,,,,False,False,False,False
NCT04472013,6968792,,,Cohort,,Prospective,,,,False,False,False,False
NCT04471051,6968865,,,Cohort,,Prospective,,,,False,False,False,False
NCT04470414,6968914,,,Cohort,,Prospective,,,,False,False,False,False
NCT04469660,6968972,,,Cohort,,Prospective,,,,False,False,False,False
NCT04468789,6969039,,,Cohort,,Prospective,,,,False,False,False,False
NCT04468412,6969068,,,Cohort,,Prospective,,,,False,False,False,False
NCT04468308,6969076,,,Cohort,,Prospective,,,,False,False,False,False
NCT04466982,6969178,,,Cohort,,Prospective,,,,False,False,False,False
NCT04466306,6969230,,,Cohort,,Prospective,,,,False,False,False,False
NCT04463758,6969425,,,Cohort,,Prospective,,,,False,False,False,False
NCT04463628,6969435,,,Cohort,,Prospective,,,,False,False,False,False
NCT04462120,6969551,,,Cohort,,Prospective,,,,False,False,False,False
NCT04460664,6969663,,,Cohort,,Prospective,,,,False,False,False,False
NCT04460638,6969665,,,Cohort,,Prospective,,,,False,False,False,False
NCT04460196,6969699,,,Cohort,,Prospective,,,,False,False,False,False
NCT04460170,6969701,,,Cohort,,Prospective,,,,False,False,False,False
NCT04459637,6969742,,,Cohort,,Prospective,,,,False,False,False,False
NCT04459312,6969767,,,Cohort,,Prospective,,,,False,False,False,False
NCT04458337,6969842,,,Cohort,,Prospective,,,,False,False,False,False
NCT04457505,6969906,,,Cohort,,Prospective,,,,False,False,False,False
NCT04456933,6969950,,,Cohort,,Prospective,,,,False,False,False,False
NCT04456101,6970014,,,Cohort,,Prospective,,,,False,False,False,False
NCT04456075,6970016,,,Cohort,,Prospective,,,,False,False,False,False
NCT04456036,6970019,,,Cohort,,Prospective,,,,False,False,False,False
NCT04455347,6970072,,,Cohort,,Prospective,,,,False,False,False,False
NCT04453982,6970177,,,Cohort,,Prospective,,,,False,False,False,False
NCT04453969,6970178,,,Cohort,,Prospective,,,,False,False,False,False
NCT04453748,6970195,,,Cohort,,Prospective,,,,False,False,False,False
NCT04453527,6970212,,,Cohort,,Prospective,,,,False,False,False,False
NCT04452942,6970257,,,Cohort,,Prospective,,,,False,False,False,False
NCT04452708,6970275,,,Cohort,,Prospective,,,,False,False,False,False
NCT04452695,6970276,,,Cohort,,Prospective,,,,False,False,False,False
NCT04452630,6970281,,,Cohort,,Prospective,,,,False,False,False,False
NCT04451694,6970353,,,Cohort,,Prospective,,,,False,False,False,False
NCT04450277,6970462,,,Cohort,,Prospective,,,,False,False,False,False
NCT04449978,6970485,,,Cohort,,Prospective,,,,False,False,False,False
NCT04449783,6970500,,,Cohort,,Prospective,,,,False,False,False,False
NCT04449042,6970556,,,Cohort,,Prospective,,,,False,False,False,False
NCT04448782,6970576,,,Cohort,,Prospective,,,,False,False,False,False
NCT04448743,6970579,,,Cohort,,Prospective,,,,False,False,False,False
NCT04448717,6970581,,,Cohort,,Prospective,,,,False,False,False,False
NCT04448405,6970605,,,Cohort,,Prospective,,,,False,False,False,False
NCT04448145,6970625,,,Cohort,,Prospective,,,,False,False,False,False
NCT04447209,6970697,,,Cohort,,Prospective,,,,False,False,False,False
NCT04447144,6970702,,,Cohort,,Prospective,,,,False,False,False,False
NCT04446338,6970764,,,Cohort,,Prospective,,,,False,False,False,False
NCT04446169,6970777,,,Cohort,,Prospective,,,,False,False,False,False
NCT04445493,6970829,,,Cohort,,Prospective,,,,False,False,False,False
NCT04445441,6970833,,,Cohort,,Prospective,,,,False,False,False,False
NCT04445233,6970849,,,Cohort,,Prospective,,,,False,False,False,False
NCT04444609,6970897,,,Cohort,,Prospective,,,,False,False,False,False
NCT04444557,6970901,,,Cohort,,Prospective,,,,False,False,False,False
NCT04444531,6970903,,,Cohort,,Prospective,,,,False,False,False,False
NCT04444310,6970920,,,Cohort,,Prospective,,,,False,False,False,False
NCT04443257,6971001,,,Cohort,,Prospective,,,,False,False,False,False
NCT04443140,6971010,,,Cohort,,Prospective,,,,False,False,False,False
NCT04443075,6971015,,,Cohort,,Prospective,,,,False,False,False,False
NCT04442789,6971037,,,Cohort,,Prospective,,,,False,False,False,False
NCT04441710,6971120,,,Cohort,,Prospective,,,,False,False,False,False
NCT04441372,6971146,,,Cohort,,Prospective,,,,False,False,False,False
NCT04439084,6971322,,,Cohort,,Prospective,,,,False,False,False,False
NCT04438993,6971329,,,Cohort,,Prospective,,,,False,False,False,False
NCT04438629,6971357,,,Cohort,,Prospective,,,,False,False,False,False
NCT04437940,6971410,,,Cohort,,Prospective,,,,False,False,False,False
NCT04436484,6971522,,,Cohort,,Prospective,,,,False,False,False,False
NCT04435327,6971611,,,Cohort,,Prospective,,,,False,False,False,False
NCT04435223,6971619,,,Cohort,,Prospective,,,,False,False,False,False
NCT04434417,6971681,,,Cohort,,Prospective,,,,False,False,False,False
NCT04434261,6971693,,,Cohort,,Prospective,,,,False,False,False,False
NCT04433871,6971723,,,Cohort,,Prospective,,,,False,False,False,False
NCT04433364,6971762,,,Cohort,,Prospective,,,,False,False,False,False
NCT04432779,6971807,,,Cohort,,Prospective,,,,False,False,False,False
NCT04431908,6971874,,,Cohort,,Prospective,,,,False,False,False,False
NCT04431869,6971877,,,Cohort,,Prospective,,,,False,False,False,False
NCT04431310,6971920,,,Cohort,,Prospective,,,,False,False,False,False
NCT04429815,6972035,,,Cohort,,Prospective,,,,False,False,False,False
NCT04429477,6972061,,,Cohort,,Prospective,,,,False,False,False,False
NCT04427332,6972224,,,Cohort,,Prospective,,,,False,False,False,False
NCT04427280,6972228,,,Cohort,,Prospective,,,,False,False,False,False
NCT04425863,6972337,,,Cohort,,Prospective,,,,False,False,False,False
NCT04425850,6972338,,,Cohort,,Prospective,,,,False,False,False,False
NCT04425759,6972345,,,Cohort,,Prospective,,,,False,False,False,False
NCT04425213,6972387,,,Cohort,,Prospective,,,,False,False,False,False
NCT04425044,6972400,,,Cohort,,Prospective,,,,False,False,False,False
NCT04424992,6972404,,,Cohort,,Prospective,,,,False,False,False,False
NCT04424940,6972408,,,Cohort,,Prospective,,,,False,False,False,False
NCT04424771,6972421,,,Cohort,,Prospective,,,,False,False,False,False
NCT04423640,6972508,,,Cohort,,Prospective,,,,False,False,False,False
NCT04423003,6972557,,,Cohort,,Prospective,,,,False,False,False,False
NCT04422769,6972575,,,Cohort,,Prospective,,,,False,False,False,False
NCT04422626,6972586,,,Cohort,,Prospective,,,,False,False,False,False
NCT04422470,6972598,,,Cohort,,Prospective,,,,False,False,False,False
NCT04422444,6972600,,,Cohort,,Prospective,,,,False,False,False,False
NCT04422418,6972602,,,Cohort,,Prospective,,,,False,False,False,False
NCT04418375,6972913,,,Cohort,,Prospective,,,,False,False,False,False
NCT04417374,6972990,,,Cohort,,Prospective,,,,False,False,False,False
NCT04417153,6973007,,,Cohort,,Prospective,,,,False,False,False,False
NCT04416893,6973027,,,Cohort,,Prospective,,,,False,False,False,False
NCT04416464,6973060,,,Cohort,,Prospective,,,,False,False,False,False
NCT04416373,6973067,,,Cohort,,Prospective,,,,False,False,False,False
NCT04416256,6973076,,,Cohort,,Prospective,,,,False,False,False,False
NCT04416100,6973088,,,Cohort,,Prospective,,,,False,False,False,False
NCT04416009,6973095,,,Cohort,,Prospective,,,,False,False,False,False
NCT04414657,6973199,,,Cohort,,Prospective,,,,False,False,False,False
NCT04413955,6973253,,,Cohort,,Prospective,,,,False,False,False,False
NCT04413877,6973259,,,Cohort,,Prospective,,,,False,False,False,False
NCT04412746,6973346,,,Cohort,,Prospective,,,,False,False,False,False
NCT04412551,6973361,,,Cohort,,Prospective,,,,False,False,False,False
NCT04412460,6973368,,,Cohort,,Prospective,,,,False,False,False,False
NCT04412317,6973379,,,Cohort,,Prospective,,,,False,False,False,False
NCT04411576,6973436,,,Cohort,,Prospective,,,,False,False,False,False
NCT04411563,6973437,,,Cohort,,Prospective,,,,False,False,False,False
NCT04411511,6973441,,,Cohort,,Prospective,,,,False,False,False,False
NCT04411459,6973445,,,Cohort,,Prospective,,,,False,False,False,False
NCT04410835,6973492,,,Cohort,,Prospective,,,,False,False,False,False
NCT04410718,6973501,,,Cohort,,Prospective,,,,False,False,False,False
NCT04410432,6973523,,,Cohort,,Prospective,,,,False,False,False,False
NCT04410263,6973536,,,Cohort,,Prospective,,,,False,False,False,False
NCT04410107,6973548,,,Cohort,,Prospective,,,,False,False,False,False
NCT04409899,6973564,,,Cohort,,Prospective,,,,False,False,False,False
NCT04409197,6973618,,,Cohort,,Prospective,,,,False,False,False,False
NCT04408365,6973682,,,Cohort,,Prospective,,,,False,False,False,False
NCT04408339,6973684,,,Cohort,,Prospective,,,,False,False,False,False
NCT04408248,6973691,,,Cohort,,Prospective,,,,False,False,False,False
NCT04408196,6973695,,,Cohort,,Prospective,,,,False,False,False,False
NCT04408170,6973697,,,Cohort,,Prospective,,,,False,False,False,False
NCT04408001,6973710,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407923,6973716,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407585,6973742,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407546,6973745,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407494,6973749,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407429,6973754,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407221,6973770,,,Cohort,,Prospective,,,,False,False,False,False
NCT04407195,6973772,,,Cohort,,Prospective,,,,False,False,False,False
NCT04406688,6973811,,,Cohort,,Prospective,,,,False,False,False,False
NCT04406571,6973820,,,Cohort,,Prospective,,,,False,False,False,False
NCT04406558,6973821,,,Cohort,,Prospective,,,,False,False,False,False
NCT04406545,6973822,,,Cohort,,Prospective,,,,False,False,False,False
NCT04406324,6973839,,,Cohort,,Prospective,,,,False,False,False,False
NCT04406233,6973846,,,Cohort,,Prospective,,,,False,False,False,False
NCT04405466,6973905,,,Cohort,,Prospective,,,,False,False,False,False
NCT04405362,6973913,,,Cohort,,Prospective,,,,False,False,False,False
NCT04405232,6973923,,,Cohort,,Prospective,,,,False,False,False,False
NCT04404608,6973970,,,Cohort,,Prospective,,,,False,False,False,False
NCT04404270,6973996,,,Cohort,,Prospective,,,,False,False,False,False
NCT04404062,6974012,,,Cohort,,Prospective,,,,False,False,False,False
NCT04403607,6974047,,,Cohort,,Prospective,,,,False,False,False,False
NCT04403438,6974060,,,Cohort,,Prospective,,,,False,False,False,False
NCT04403386,6974064,,,Cohort,,Prospective,,,,False,False,False,False
NCT04403061,6974089,,,Cohort,,Prospective,,,,False,False,False,False
NCT04403035,6974091,,,Cohort,,Prospective,,,,False,False,False,False
NCT04402814,6974108,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401540,6974206,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401449,6974213,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401436,6974214,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401254,6974228,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401163,6974235,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401111,6974239,,,Cohort,,Prospective,,,,False,False,False,False
NCT04401033,6974245,,,Cohort,,Prospective,,,,False,False,False,False
NCT04399733,6974345,,,Cohort,,Prospective,,,,False,False,False,False
NCT04398043,6974475,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397848,6974490,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397835,6974491,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397822,6974492,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397588,6974510,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397575,6974511,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397380,6974526,,,Cohort,,Prospective,,,,False,False,False,False
NCT04397172,6974542,,,Cohort,,Prospective,,,,False,False,False,False
NCT04396600,6974586,,,Cohort,,Prospective,,,,False,False,False,False
NCT04396197,6974617,,,Cohort,,Prospective,,,,False,False,False,False
NCT04395924,6974638,,,Cohort,,Prospective,,,,False,False,False,False
NCT04395859,6974643,,,Cohort,,Prospective,,,,False,False,False,False
NCT04395794,6974648,,,Cohort,,Prospective,,,,False,False,False,False
NCT04395755,6974651,,,Cohort,,Prospective,,,,False,False,False,False
NCT04395664,6974658,,,Cohort,,Prospective,,,,False,False,False,False
NCT04395391,6974679,,,Cohort,,Prospective,,,,False,False,False,False
NCT04394195,6974771,,,Cohort,,Prospective,,,,False,False,False,False
NCT04393649,6974813,,,Cohort,,Prospective,,,,False,False,False,False
NCT04393558,6974820,,,Cohort,,Prospective,,,,False,False,False,False
NCT04393402,6974832,,,Cohort,,Prospective,,,,False,False,False,False
NCT04393233,6974845,,,Cohort,,Prospective,,,,False,False,False,False
NCT04392401,6974909,,,Cohort,,Prospective,,,,False,False,False,False
NCT04392388,6974910,,,Cohort,,Prospective,,,,False,False,False,False
NCT04392089,6974933,,,Cohort,,Prospective,,,,False,False,False,False
NCT04391946,6974944,,,Cohort,,Prospective,,,,False,False,False,False
NCT04391166,6975004,,,Cohort,,Prospective,,,,False,False,False,False
NCT04390126,6975082,,,Cohort,,Prospective,,,,False,False,False,False
NCT04389684,6975116,,,Cohort,,Prospective,,,,False,False,False,False
NCT04389463,6975133,,,Cohort,,Prospective,,,,False,False,False,False
NCT04388657,6975195,,,Cohort,,Prospective,,,,False,False,False,False
NCT04388631,6975197,,,Cohort,,Prospective,,,,False,False,False,False
NCT04388605,6975199,,,Cohort,,Prospective,,,,False,False,False,False
NCT04388436,6975212,,,Cohort,,Prospective,,,,False,False,False,False
NCT04387929,6975254,,,Cohort,,Prospective,,,,False,False,False,False
NCT04387890,6975258,,,Cohort,,Prospective,,,,False,False,False,False
NCT04387838,6975262,,,Cohort,,Prospective,,,,False,False,False,False
NCT04386460,6975397,,,Cohort,,Prospective,,,,False,False,False,False
NCT04386395,6975402,,,Cohort,,Prospective,,,,False,False,False,False
NCT04386109,6975431,,,Cohort,,Prospective,,,,False,False,False,False
NCT04385914,6975449,,,Cohort,,Prospective,,,,False,False,False,False
NCT04385251,6975510,,,Cohort,,Prospective,,,,False,False,False,False
NCT04385147,6975520,,,Cohort,,Prospective,,,,False,False,False,False
NCT04385121,6975523,,,Cohort,,Prospective,,,,False,False,False,False
NCT04384705,6975563,,,Cohort,,Prospective,,,,False,False,False,False
NCT04383886,6975636,,,Cohort,,Prospective,,,,False,False,False,False
NCT04383652,6975657,,,Cohort,,Prospective,,,,False,False,False,False
NCT04383457,6975677,,,Cohort,,Prospective,,,,False,False,False,False
NCT04383444,6975678,,,Cohort,,Prospective,,,,False,False,False,False
NCT04382534,6975764,,,Cohort,,Prospective,,,,False,False,False,False
NCT04382508,6975767,,,Cohort,,Prospective,,,,False,False,False,False
NCT04382417,6975775,,,Cohort,,Prospective,,,,False,False,False,False
NCT04382235,6975791,,,Cohort,,Prospective,,,,False,False,False,False
NCT04382196,6975796,,,Cohort,,Prospective,,,,False,False,False,False
NCT04381819,6975835,,,Cohort,,Prospective,,,,False,False,False,False
NCT04381351,6975880,,,Cohort,,Prospective,,,,False,False,False,False
NCT04381312,6975884,,,Cohort,,Prospective,,,,False,False,False,False
NCT04381286,6975886,,,Cohort,,Prospective,,,,False,False,False,False
NCT04380987,6975914,,,Cohort,,Prospective,,,,False,False,False,False
NCT04380896,6975921,,,Cohort,,Prospective,,,,False,False,False,False
NCT04380662,6975945,,,Cohort,,Prospective,,,,False,False,False,False
NCT04379544,6976049,,,Cohort,,Prospective,,,,False,False,False,False
NCT04379466,6976057,,,Cohort,,Prospective,,,,False,False,False,False
NCT04379297,6976072,,,Cohort,,Prospective,,,,False,False,False,False
NCT04379089,6976090,,,Cohort,,Prospective,,,,False,False,False,False
NCT04379063,6976092,,,Cohort,,Prospective,,,,False,False,False,False
NCT04378842,6976112,,,Cohort,,Prospective,,,,False,False,False,False
NCT04378777,6976118,,,Cohort,,Prospective,,,,False,False,False,False
NCT04378686,6976127,,,Cohort,,Prospective,,,,False,False,False,False
NCT04378595,6976135,,,Cohort,,Prospective,,,,False,False,False,False
NCT04377724,6976219,,,Cohort,,Prospective,,,,False,False,False,False
NCT04377464,6976241,,,Cohort,,Prospective,,,,False,False,False,False
NCT04377425,6976245,,,Cohort,,Prospective,,,,False,False,False,False
NCT04377035,6976276,,,Cohort,,Prospective,,,,False,False,False,False
NCT04376996,6976279,,,Cohort,,Prospective,,,,False,False,False,False
NCT04376905,6976287,,,Cohort,,Prospective,,,,False,False,False,False
NCT04376879,6976290,,,Cohort,,Prospective,,,,False,False,False,False
NCT04376853,6976292,,,Cohort,,Prospective,,,,False,False,False,False
NCT04376775,6976299,,,Cohort,,Prospective,,,,False,False,False,False
NCT04728828,6976300,,,Cohort,,Prospective,,,,False,False,False,False
NCT04375748,6976393,,,Cohort,,Prospective,,,,False,False,False,False
NCT04375709,6976397,,,Cohort,,Prospective,,,,False,False,False,False
NCT04375644,6976404,,,Cohort,,Prospective,,,,False,False,False,False
NCT04375501,6976417,,,Cohort,,Prospective,,,,False,False,False,False
NCT04374656,6976503,,,Cohort,,Prospective,,,,False,False,False,False
NCT04374643,6976504,,,Cohort,,Prospective,,,,False,False,False,False
NCT04374617,6976506,,,Cohort,,Prospective,,,,False,False,False,False
NCT04374422,6976526,,,Cohort,,Prospective,,,,False,False,False,False
NCT04374123,6976555,,,Cohort,,Prospective,,,,False,False,False,False
NCT04374045,6976564,,,Cohort,,Prospective,,,,False,False,False,False
NCT04373798,6976587,,,Cohort,,Prospective,,,,False,False,False,False
NCT04373759,6976591,,,Cohort,,Prospective,,,,False,False,False,False
NCT04373109,6976650,,,Cohort,,Prospective,,,,False,False,False,False
NCT04373005,6976659,,,Cohort,,Prospective,,,,False,False,False,False
NCT04372576,6976701,,,Cohort,,Prospective,,,,False,False,False,False
NCT04372472,6976711,,,Cohort,,Prospective,,,,False,False,False,False
NCT04372199,6976735,,,Cohort,,Prospective,,,,False,False,False,False
NCT04372056,6976746,,,Cohort,,Prospective,,,,False,False,False,False
NCT04372043,6976747,,,Cohort,,Prospective,,,,False,False,False,False
NCT04371848,6976765,,,Cohort,,Prospective,,,,False,False,False,False
NCT04371835,6976766,,,Cohort,,Prospective,,,,False,False,False,False
NCT04371744,6976774,,,Cohort,,Prospective,,,,False,False,False,False
NCT04371692,6976779,,,Cohort,,Prospective,,,,False,False,False,False
NCT04371328,6976811,,,Cohort,,Prospective,,,,False,False,False,False
NCT04371250,6976818,,,Cohort,,Prospective,,,,False,False,False,False
NCT04370821,6976860,,,Cohort,,Prospective,,,,False,False,False,False
NCT04370275,6976906,,,Cohort,,Prospective,,,,False,False,False,False
NCT04370210,6976911,,,Cohort,,Prospective,,,,False,False,False,False
NCT04370171,6976914,,,Cohort,,Prospective,,,,False,False,False,False
NCT04370119,6976918,,,Cohort,,Prospective,,,,False,False,False,False
NCT04369859,6976939,,,Cohort,,Prospective,,,,False,False,False,False
NCT04369807,6976944,,,Cohort,,Prospective,,,,False,False,False,False
NCT04369690,6976954,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368975,6977021,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368884,6977029,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368871,6977031,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368793,6977036,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368312,6977084,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368234,6977091,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368208,6977094,,,Cohort,,Prospective,,,,False,False,False,False
NCT04368065,6977105,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367870,6977122,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367857,6977123,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367714,6977135,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367363,6977167,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367350,6977168,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367207,6977182,,,Cohort,,Prospective,,,,False,False,False,False
NCT04367064,6977196,,,Cohort,,Prospective,,,,False,False,False,False
NCT04366986,6977204,,,Cohort,,Prospective,,,,False,False,False,False
NCT04366921,6977209,,,Cohort,,Prospective,,,,False,False,False,False
NCT04366778,6977224,,,Cohort,,Prospective,,,,False,False,False,False
NCT04366206,6977278,,,Cohort,,Prospective,,,,False,False,False,False
NCT04366167,6977282,,,Cohort,,Prospective,,,,False,False,False,False
NCT04366154,6977283,,,Cohort,,Prospective,,,,False,False,False,False
NCT04365816,6977312,,,Cohort,,Prospective,,,,False,False,False,False
NCT04365348,6977356,,,Cohort,,Prospective,,,,False,False,False,False
NCT04365335,6977357,,,Cohort,,Prospective,,,,False,False,False,False
NCT04365322,6977358,,,Cohort,,Prospective,,,,False,False,False,False
NCT04364984,6977388,,,Cohort,,Prospective,,,,False,False,False,False
NCT04364711,6977413,,,Cohort,,Prospective,,,,False,False,False,False
NCT04364698,6977414,,,Cohort,,Prospective,,,,False,False,False,False
NCT04363788,6977496,,,Cohort,,Prospective,,,,False,False,False,False
NCT04363489,6977522,,,Cohort,,Prospective,,,,False,False,False,False
NCT04363268,6977539,,,Cohort,,Prospective,,,,False,False,False,False
NCT04363008,6977562,,,Cohort,,Prospective,,,,False,False,False,False
NCT04362150,6977640,,,Cohort,,Prospective,,,,False,False,False,False
NCT04361981,6977655,,,Cohort,,Prospective,,,,False,False,False,False
NCT04361877,6977663,,,Cohort,,Prospective,,,,False,False,False,False
NCT04361591,6977689,,,Cohort,,Prospective,,,,False,False,False,False
NCT04361123,6977731,,,Cohort,,Prospective,,,,False,False,False,False
NCT04361019,6977741,,,Cohort,,Prospective,,,,False,False,False,False
NCT04360538,6977784,,,Cohort,,Prospective,,,,False,False,False,False
NCT04360278,6977806,,,Cohort,,Prospective,,,,False,False,False,False
NCT04359992,6977831,,,Cohort,,Prospective,,,,False,False,False,False
NCT04359706,6977857,,,Cohort,,Prospective,,,,False,False,False,False
NCT04359693,6977858,,,Cohort,,Prospective,,,,False,False,False,False
NCT04359459,6977881,,,Cohort,,Prospective,,,,False,False,False,False
NCT04359212,6977904,,,Cohort,,Prospective,,,,False,False,False,False
NCT04359121,6977912,,,Cohort,,Prospective,,,,False,False,False,False
NCT04358380,6977978,,,Cohort,,Prospective,,,,False,False,False,False
NCT04358042,6978005,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357938,6978015,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357886,6978020,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357847,6978024,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357639,6978042,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357535,6978052,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357496,6978056,,,Cohort,,Prospective,,,,False,False,False,False
NCT04357275,6978076,,,Cohort,,Prospective,,,,False,False,False,False
NCT04356885,6978111,,,Cohort,,Prospective,,,,False,False,False,False
NCT04356586,6978137,,,Cohort,,Prospective,,,,False,False,False,False
NCT04356560,6978140,,,Cohort,,Prospective,,,,False,False,False,False
NCT04356443,6978150,,,Cohort,,Prospective,,,,False,False,False,False
NCT04356378,6978158,,,Cohort,,Prospective,,,,False,False,False,False
NCT04356144,6978181,,,Cohort,,Prospective,,,,False,False,False,False
NCT04355884,6978206,,,Cohort,,Prospective,,,,False,False,False,False
NCT04355715,6978221,,,Cohort,,Prospective,,,,False,False,False,False
NCT04355624,6978230,,,Cohort,,Prospective,,,,False,False,False,False
NCT04355481,6978243,,,Cohort,,Prospective,,,,False,False,False,False
NCT04355338,6978255,,,Cohort,,Prospective,,,,False,False,False,False
NCT04354857,6978300,,,Cohort,,Prospective,,,,False,False,False,False
NCT04354818,6978303,,,Cohort,,Prospective,,,,False,False,False,False
NCT04354766,6978308,,,Cohort,,Prospective,,,,False,False,False,False
NCT03348670,7056400,N/A (Single arm trial),Single Group Assignment,,Treatment,,None (Open Label),Open Label,,False,False,False,False
NCT03305341,7059702,N/A (Single arm trial),Single Group Assignment,,Treatment,,None (Open Label),Open Label,,False,False,False,False
NCT04678778,6952908,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04661423,6954242,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04654325,6954788,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04643561,6955616,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04637867,6956052,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04604977,6958578,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04584593,6960145,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04561154,6961946,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04542031,6963413,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04527198,6964553,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04518514,6965218,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04487171,6967628,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04427878,6972183,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04427254,6972230,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04416360,6973068,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04412239,6973385,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04397666,6974504,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04387292,6975320,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04379154,6976084,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04371029,6976840,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
