nct_id,id,DRUGID,DRUGNAME,DRUGTYPE,DISEASES,DRUGSTAT,Target Name,PCHEMCID,HIGHSTAT,HIGHDISE
NCT04351919,12329804,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04351919,12329805,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04351516,12329867,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04351763,12329825,DRUG0186,amiodarone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,HUMAN two pore channel subtype 2 (TPC2),CID: 2157,Approved,Ventricular tachycardia
NCT04351763,12329826,DRUG0185,verapamil,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,HUMAN two pore channel subtype 2 (TPC2),CID: 2520,Approved,High blood pressure
NCT04351620,12329852,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04351347,12329898,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04351295,12329908,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04351191,12329927,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04351191,12329928,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04351191,12329929,DRUG0010,chloroquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04351191,12329929,DRUG0010,chloroquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04351191,12329929,DRUG0010,chloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 2719,Withdrawn from market,Malaria
NCT04351152,12329935,DRUG0230,lenzilumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN colony-stimulating factor (GM-CSF),SID: 310264716,,
NCT04350684,12330016,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04350684,12330017,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04350684,12330018,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04350671,12330020,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04350671,12330021,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04350671,12330022,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04350450,12330060,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04350320,12330083,DRUG0073,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 6167,Approved,Gout
NCT04350281,12330090,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04350281,12330091,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04349631,12330183,DRUG0108,hb-admscs cell,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04349592,12330192,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04349592,12330193,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04480138,12330336,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04349410,12330224,DRUG0133,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,,
NCT04349410,12330226,DRUG0133,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,,
NCT04349410,12330229,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04349410,12330229,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04349410,12330229,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04349410,12330230,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04349410,12330231,DRUG0124,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 6741,Approved,Rheumatoid arthritis
NCT04349410,12330232,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04349410,12330233,DRUG0239,losartan,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN type-1 angiotensin II receptor (AGTR1),CID: 3961,Approved,Hypertension
NCT04349241,12330254,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04349228,12330256,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04349098,12330272,DRUG0082,selinexor,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 71481097,Approved,Multiple myeloma
NCT04348695,12330322,DRUG0104,ruxolitinib plus simvastatin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04348500,12330348,DRUG0247,clazakizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN interleukin 6 (IL6),SID: 160671637,,
NCT04348474,12330350,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04348474,12330351,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04348461,12330352,DRUG0109,mesenchymal stromal cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04348435,12330354,DRUG0108,hb-admscs cell,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04348409,12330359,DRUG0127,nitazoxanide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 41684,Approved,Diarrhea
NCT04347980,12330416,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04347915,12330426,DRUG0080,clevudine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 73115,Phase 4,Hepatitis B
NCT04347889,12330429,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04347512,12330470,DRUG0133,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,,
NCT04347512,12330471,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04347239,12330511,DRUG0164,leronlimab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN C-C chemokine receptor 5 (CCR5),,,
NCT04347226,12330512,DRUG0159,bms-986253,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN interleukin 8 (IL8),SID: 385157372,,
NCT04347031,12330536,DRUG0013,mefloquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Preclinical Drug,,CID: 40692,Approved,Malaria
NCT04347031,12330536,DRUG0013,mefloquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Preclinical Drug,,CID: 40692,Approved,Malaria
NCT04347031,12330536,DRUG0013,mefloquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 40692,Approved,Malaria
NCT04347031,12330537,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04346797,12330580,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04346667,12330606,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04346667,12330607,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04346667,12330608,DRUG0010,chloroquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04346667,12330608,DRUG0010,chloroquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04346667,12330608,DRUG0010,chloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 2719,Withdrawn from market,Malaria
NCT04346628,12330613,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04346355,12330655,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04346329,12330658,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04345861,12330719,DRUG0133,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,,
NCT04345692,12330755,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04345653,12330759,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04345445,12330786,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04345445,12330787,DRUG0124,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 6741,Approved,Rheumatoid arthritis
NCT04345419,12330790,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04345419,12330791,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04345419,12330791,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04345419,12330791,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04345406,12330792,DRUG0114,angiotensin,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 123805,,
NCT04345276,12330815,DRUG0099,danoprevir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04344782,12330879,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04344756,12330881,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04344600,12330903,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04343729,12331038,DRUG0124,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 6741,Approved,Rheumatoid arthritis
NCT04344548,12330908,DRUG0063,allogeneic nk transfer,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04344457,12330925,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04344457,12330926,DRUG0058,indomethacin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,CID: 3715,Approved,Rheumatoid arthritis
NCT04344444,12330930,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04344444,12330931,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04344379,12330940,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04344379,12330941,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04343989,12330991,DRUG0247,clazakizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN interleukin 6 (IL6),SID: 160671637,,
NCT04343989,12330992,DRUG0247,clazakizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN interleukin 6 (IL6),SID: 160671637,,
NCT04343976,12330994,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04343768,12331030,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04343768,12331031,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04343768,12331032,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04343768,12331033,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04343651,12331047,DRUG0164,leronlimab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN C-C chemokine receptor 5 (CCR5),,,
NCT04343001,12331125,DRUG0239,losartan,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN type-1 angiotensin II receptor (AGTR1),CID: 3961,Approved,Hypertension
NCT04342897,12331142,DRUG0161,ly3127804,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN angiopoietin-2 (ANG-2),,,
NCT04342663,12331166,DRUG0078,fluvoxamine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 5324346,Approved,Obsessive-compulsive disorder
NCT04342650,12331168,DRUG0010,chloroquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04342650,12331168,DRUG0010,chloroquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04342650,12331168,DRUG0010,chloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 2719,Withdrawn from market,Malaria
NCT04342221,12331221,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04342169,12331225,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04342156,12331227,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04341935,12331253,DRUG0245,linagliptin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN dipeptidyl peptidase 4 (DPP-4),CID: 10096344,Approved,Type 2 diabetes
NCT04341870,12331261,DRUG0204,sarilumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Rheumatoid arthritis
NCT04341870,12331262,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04341870,12331263,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04372186,12331401,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04341727,12331287,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04341727,12331288,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04341727,12331289,DRUG0010,chloroquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04341727,12331289,DRUG0010,chloroquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,,CID: 2719,Withdrawn from market,Malaria
NCT04341727,12331289,DRUG0010,chloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 2719,Withdrawn from market,Malaria
NCT04341675,12331295,DRUG0169,sirolimus,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN mammalian target of rapamycin (mTOR),CID: 5284616,Approved,Lymphangioleiomyomatosis
NCT04341493,12331323,DRUG0127,nitazoxanide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 41684,Approved,Diarrhea
NCT04341493,12331324,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04341441,12331334,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04341441,12331335,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04341207,12331368,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04341207,12331369,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04341116,12331390,DRUG0228,tj003234,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,HUMAN colony-stimulating factor (GM-CSF),,,
NCT04341038,12331399,DRUG0124,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 6741,Approved,Rheumatoid arthritis
NCT04340557,12331465,DRUG0239,losartan,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN type-1 angiotensin II receptor (AGTR1),CID: 3961,Approved,Hypertension
NCT04340544,12331466,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04340349,12331498,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04338958,12331693,DRUG0202,ruxolitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN janus kinase 2 (JAK-2),CID: 25126798,Approved,Myelofibrosis
NCT04339816,12331574,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04339816,12331575,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04339712,12331601,DRUG0225,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1),CID: 139595263,Approved,Rheumatoid arthritis
NCT04339712,12331602,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04339426,12331627,DRUG0100,atovaquone + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04338906,12331703,DRUG0171,camostat mesylate,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2),CID: 5284360,,
NCT04338906,12331703,DRUG0171,camostat mesylate,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2),CID: 5284360,,
NCT04338906,12331703,DRUG0171,camostat mesylate,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN transmembrane protease serine 2 (TMPRSS2),CID: 5284360,,
NCT04338906,12331705,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04338802,12331721,DRUG0077,nintedanib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 135423438,Approved,Idiopathic pulmonary fibrosis
